geneID	S1	S2	S3	S4	S5	Control
Skcos8689	0.4324626611209903	-22.529091396343166	0.7082254985533416	-0.8631529274967275	0.43022015304068933	1.0032091486784278
Skcos6651	0.9671029408199743	-6.196156833080777	0.914839562250114	-0.052868049386919504	0.8705375834228424	1.0005169146180715
Skcos8684	0.05413489711637645	-3.4866038411304205	0.5057174726329219	0.18487792071409817	0.8697097046926057	0.9452146060573436
Skcos8687	1.3991245756217405	-32.55340888778106	1.03102026014748	-3.6762573697447753	0.6197960971554637	1.4666745642248176
Skcos14234	0.6316861711898203	-5.386423523100536	0.6503944765832536	0.006845040443290219	0.8605134690891939	0.5450436708219584
Skcos4594	0.14606559199217622	0.14110414306536498	-0.260080852685023	0.9919292448775922	0.7283053280576685	0.767636405997404
Skcos4596	0.9491803619916737	-17.886755645028927	0.8091284307570701	0.5212433141419098	0.7513162384067691	1.060666332786684
Skcos10342	-0.3709531060389819	-1.1121475265998628	1.0815018250263926	2.757142417598645	-0.5854022002802824	1.1459351877104254
Skcos13018	0.8469029034390417	-31.93372931842709	1.0871467128735475	-2.4034194441868144	0.4941362710951543	1.1922485641912286
Skcos1071	-1.1425541836319082	-19.71621360809118	0.39254683779784677	-0.5316431876820787	0.7124839863123671	0.9539706600587278
Skcos8260	1.062211264738836	-3.0457069015153313	1.0521547389544534	-0.23118411069955438	0.9890276632774739	1.1323805300678786
Skcos8261	1.1304048461213858	-9.073022669344923	0.6294924465598758	-0.07610336671061875	0.43462384712181185	1.149276268470183
Skcos14288	1.0207594714823078	-1.6639440863885986	0.946099738724981	0.637916375765697	0.8333908384411162	0.9313235566441374
Skcos13010	0.5206268242785242	-7.299336016953417	0.7069505479739274	-0.110601038060505	0.6579189875127085	1.082772246013381
Skcos15963	1.5238689198763133	-23.64764561280274	1.2315594029223254	-1.1319927713838984	0.8578997452676081	1.1088106132718982
Skcos8268	1.2131996998900374	-14.280181623373553	0.9212390620419835	-0.6362574558661352	0.6928694932893774	0.8692720589070818
Skcos1273	-0.25045041573290966	-18.44434357201258	0.5751359652489462	-2.008736118531474	-0.14881158158624874	0.7767329179584204
Skcos18364	16.895879759480277	-2109.0356080035026	6.209981183475137	-176.8633428005435	8.546965055038221	6.66984758360903
Skcos1277	-15.38356458259406	25.838965319256864	-9.089029792495742	-11.758356833881676	-5.721555373728331	2.0014275081259627
Skcos8384	1.637349125785086	-31.509903814344046	0.9377157079281127	-3.7150216228162893	1.4048666540862829	1.5094504428782152
Skcos21678	1.3086899466306177	-13.403620258207933	1.2735696176636608	0.3637716910917843	0.7645623779686588	1.396694236460141
Skcos5687	0.5945490497704672	-6.668504521294953	0.2485154905335628	-1.3180034129692835	0.8259329027628274	0.3641874180865008
