geneID	S1	S2	S3	S4	S5	Control
Skcos2823	0.6017958420619252	-9.914793849912831	0.7891241671082362	-0.9029637544439592	0.8256091384952251	0.8964646292136044
Skcos5330	-7.0597875041561755	-22.91290552966566	-0.9173473483045844	-34.17422250539047	-0.19365850938318616	1.0979529985162564
Skcos5844	0.8834190303623003	-7.933943950249424	1.2546555364500773	-0.9412610763242464	1.3795455951376676	1.1242935647460914
Skcos1320	1.1025771122365091	-6.259429912919918	1.176259930245345	0.5073494813887297	0.8753630318548778	1.1381900593214487
Skcos19564	1.1923999119321287	-4.179730770773256	1.10087376660929	0.9192942842822995	0.838769826388154	0.952879240287542
Skcos4476	1.1486129989754121	0.15348970885819127	1.1346184994005295	1.1219642260775453	1.1146566970633103	1.0188490159298083
Skcos17557	1.4829105938878862	0.3445033237726982	1.3636069127298591	1.3830789946832045	1.3754441383643472	0.8409966705964591
Skcos19299	0.7734949758667218	-28.549422804544356	0.8786652092972596	-1.5367857357224857	0.5879085258434796	0.7969458561024522
Skcos18580	1.0076973843982717	-1.1467087198637007	1.0100014967955206	0.693217543161044	0.8924822976392784	0.946782410246664
Skcos22641	1.144117133522648	-0.9505107972300885	1.0988766565375863	0.9218335431793911	0.5724277145133189	1.0516218924630738
Skcos4551	0.8074251145268315	-13.30437398907267	0.20949662757608092	-0.6555692546680809	0.27565775708394435	1.0086755330756556
Skcos22646	1.0111929002509283	-2.7418496567738537	0.9574966707632526	0.6194690322541304	0.7764602442460017	0.9552035488880879
Skcos17792	0.814820967549184	-7.403421772153838	0.7201120121510648	0.31824916693448385	-0.7328226157118652	0.8058229489886666
Skcos9208	-5.767387337457712	-2.2638766293410164	-0.507573897104735	-4.089984749619532	0.3717305075262949	0.9462373209637515
Skcos24425	1.0101234239798054	-6.395056179866329	1.020215965729945	0.044351446676643855	0.8160039867619413	1.0557909440694964
Skcos9756	1.0142018287029022	-0.8944603886117749	1.0258572355360034	0.4373425550210608	0.9313897302979226	1.0075931428881717
Skcos25849	1.0246826424640472	-0.9391402188552955	0.9738659683389158	0.808139157172935	0.8054503285461097	0.960446395132575
Skcos2226	0.3495667083758602	-17.62162529499587	-0.8027295518945937	-0.7685496514498315	-1.9056132512050983	0.7072578539991141
Skcos9112	0.9559520521084233	-1.1189265619613478	1.001216862265357	0.7421589220705285	0.9016927089838387	0.9871447857737475
Skcos5209	1.005798342380195	0.2701394794988653	0.8797351524278625	0.6742714931809073	0.5275358177531951	0.8807453536566713
Skcos16379	1.1638214960586781	0.08231712261804042	1.1516959753751468	1.1333482089197375	1.1269252125364522	1.0284523703630042
Skcos11417	1.0386184176629016	-3.5892462609060014	1.004639723818616	0.5627047867150939	0.9743700603065026	1.0459927817528603
Skcos19367	1.2843737967792699	-2.7286958983202125	1.3307410259275827	0.7056036306754363	0.6694226604409352	1.0451936000437219
Skcos4792	1.284368296235336	-6.7999131317230885	1.2076156428166132	0.8833227449473018	0.8316587045794579	0.9624005584032759
Skcos14922	1.042054942771627	-17.364247370363262	1.0276114820628919	1.0574579909689836	0.8915369607148105	0.8453378481623871
Skcos22005	1.0275365812408472	-3.151172508989115	0.9386338205087784	-0.21417273091294975	0.8100078117574091	1.010248353065906
Skcos17482	0.6899340489197305	-14.001718255041203	0.24816455321457837	-1.4573710552689287	0.4770297119923131	1.0655233792536405
