geneID	S1	S2	S3	S4	S5	Control
Throt20102	0.3648549706575247	3.196527047305647	0.5573813887200099	0.8278843747031869	1.5583045438287115	1.7942688669788018
Throt8569	-0.7051189822677922	1.3873003947528262	-0.2908222266940536	-0.5729628178130767	0.06069229582089395	0.269234285997541
Throt6553	0.3140531924537859	3.0241857821623492	0.5369212333582993	0.855525722743237	1.4592276317260338	1.7174298602604228
Throt5599	0.2256505170142546	2.8894767121598672	0.47052598163547127	0.8222602104144178	1.4304407348188142	1.5914867327652933
Throt19446	-0.884999245493539	5.293759871381236	-0.18475262347472907	-0.0679167257508459	5.021986299807011	2.0068904315278115
Throt9675	-0.6072268857065465	2.873189072474547	0.7430820089053889	-0.7537365440049096	-0.8877522993035385	0.607228765962827
Throt18374	-0.5732655572489562	2.9248267452793884	0.8581193557434895	-0.696930588182162	-0.7698169455256157	0.6598525606075779
Throt18375	-0.4903218039915907	2.698075946660438	0.8247753422269044	-0.4769729392113532	-0.4903184471698136	0.6732399012443937
Throt13664	-3.6299641127523565	-4.395118322232732	-2.328284392792163	-1.9745695023002665	-2.2513132281920387	-1.8804654275641468
Throt9775	-0.6070277639639236	2.6291232968833365	0.7770969461028177	-0.7777558949758239	-0.9186367606419769	0.6700489489939971
Throt16093	-0.3950472369846502	2.756484493171442	0.39227520724030523	0.541859612254375	1.0765766041408655	1.1946288400292602
Throt2780	-0.7942220568255067	1.5705881735747196	0.6446867374800431	-0.8412448972671412	-0.5076313033742347	-0.3255642161465002
Throt3878	2.8897819403924583	-0.0940100145949233	0.5439173466879735	0.9216460750420833	0.11763956181396494	1.0574037716661562
Throt5264	0.1330122981301533	3.422298029200953	0.4546274300564923	1.6727935769961237	0.9164838339046438	1.3110566329347617
Throt19196	-0.5905179448733623	3.1074280327339356	0.8666077325764832	-0.8089000281115666	-0.9460880858675942	0.6423432858584291
Throt16469	-0.595129113379733	3.502191915879658	0.891964490477454	-0.6307172476820819	-0.8052617571959652	0.646951638781811
Throt4028	-0.19469789677617197	0.13009798891882463	1.068657859912096	-0.6506613516941477	-0.6506613516941477	-0.6506613516941477
Throt18577	-0.7397955037516042	2.706822148694466	0.8240257565735947	-0.8407918280385224	-1.0010542559421494	0.542768992140256
Throt2958	0.4313047821042947	0.12484943428621871	0.43333662253214006	0.34636735652871536	-0.1186162883055631	-0.2559156438160608
Throt14073	-0.03033566454316235	2.3297850583959447	1.0436226399342179	0.24025287409060428	0.6937357299456705	0.3631775516255158
Throt6782	0.05656388446977567	3.282604815889447	0.3952341459209642	0.827660703559904	1.4703112918880568	1.565804448000352
Throt60	4.390272804235413	-0.018036768516932523	0.5671628102174229	1.219236536231229	0.3856028257354789	0.5203860402210204
Throt5352	-0.06344918869643434	3.0342987033257467	0.44189744326692926	0.665987642604751	1.3402851521501096	1.5535016947937088
Throt19805	-0.43987608608691914	2.1642494901458416	0.7888604644455568	-0.7056904917575713	-0.3826092908838903	-0.1810385659473637
Throt19804	0.5681445595818964	-3.2768491163571123	0.7310613185155868	0.21038606468910978	-1.6382224300206796	-1.9688983758279077
Throt5357	-0.5423286092768429	1.7568629545530936	0.6495934777726188	-0.47584839771701853	-0.5797676915143986	-0.20916428902077616
Throt7714	0.5592317053940071	3.5490851606708764	0.623429000542404	0.8166473995269219	1.611533297039406	2.084889104541287
Throt2156	0.10321057457496913	0.4649428577667018	0.5991426660349334	0.6104879078235554	0.729765701047647	0.620695016195391
Throt11800	-0.8032986971147087	3.075038954097664	0.8063091161621248	-1.0194572734272105	-1.2033240425060923	0.5920221207593406
Throt3411	-0.7358198674662761	0.9861516209431137	0.3094351416143376	-0.4218394222404789	-0.44663548841299316	-0.6981392524670608
Throt9995	-0.30461017726751144	2.985616219146866	0.38224829886820627	0.6988566682572172	1.3431176954077948	1.2269520797457212
Throt9577	0.07328061212194248	3.963843547745475	0.5583701054400515	1.8849691960088042	0.8669149928006412	1.5978647720917862
Throt16948	-0.6108592749881904	3.927272635508771	0.6323556804252067	-0.40797838961511107	0.7097268651806389	1.0096090889193317
Throt7397	-0.7858465704911202	2.6394676219061073	0.6721658282100902	-0.9450014001028069	-1.1019879039051808	0.5856692496072075
Throt9546	-0.5974934103031379	2.3119729859811513	0.7325294901588242	-0.7797540929988174	-0.8793448632049896	0.520389985541003
Throt18836	-0.7764789364592857	2.626283406914367	0.7137892967584674	-0.9696280222369464	-1.1289159503488284	0.4738185539017417
Throt12141	-4.929462680448593	-3.827195737865234	-0.8781586329862411	2.733917015607156	2.733917015607156	2.733917015607156
Throt18930	0.2132123547791039	2.818434319259426	0.4848306115724672	0.8411809323607109	1.4004931229618487	1.5925690228231189
Throt19033	-0.25129020419141734	4.748026667999068	0.835294665893465	-0.5657223058006744	-0.5704568643198107	0.6747129704386005
Throt1475	-0.6958111705652691	0.8275072045563847	0.33961016187853965	-0.600661807256688	-0.5294167601392862	-0.23846342425577402
Throt7398	-0.7771531761908357	2.62115060491856	0.678854814989272	-0.9382015301441552	-1.0946391974207235	0.5809310598626105
