geneID	S1	S2	S3	S4	S5	Control
Skcos2823	0.7504513988268119	20.128925466237607	0.4052694343947861	3.523208126307476	0.33804012407829437	0.2074777146246315
Skcos5330	5.740851904280194	16.916207207076717	1.4108550508315303	24.854659325999492	0.9007043101001978	-0.009792759985998168
Skcos5844	0.22732762062567094	5.305282790363789	0.013531008256520245	1.2781683086228917	-0.05839368403028266	0.08860699748449058
Skcos1320	0.07047347971768085	5.421678128739631	0.0169158239134143	0.5031251811538502	0.23562804138907475	0.044587581027948006
Skcos19564	-0.1746092003552785	3.492335348261668	-0.11213467777376747	0.011809048130593707	0.06677396602729888	-0.0111155936201061
Skcos4476	-0.13649594636704088	1.0215808238391961	-0.12020981877934897	-0.10548338224155861	-0.09697923036104468	0.014517155091822564
Skcos17557	-0.2978137916501108	0.3458938000462618	-0.23035402808853853	-0.24136443474048666	-0.23704733742129777	0.06515373015470433
Skcos19299	0.19580437010930524	27.46807769411342	0.09798902399859043	2.3445198387904815	0.3684121722444219	0.17399348415768365
Skcos18580	-0.062391220936823345	3.2158267001297522	-0.06589723706714838	0.4161320478742882	0.11292399073259386	0.030299084539968855
Skcos22641	-0.09126337131899251	1.681587307780491	-0.0529727474004388	0.09687295986756696	0.3926029802389449	-0.012977271664526445
Skcos4551	0.6293276990205594	43.67158088362744	2.4530632222295443	5.091591765016207	2.251265842154125	0.015495868997051172
Skcos22646	0.02495733630916518	2.1371959688170494	0.05517795028317525	0.24542227234074243	0.15706651887005885	0.056468535332552326
Skcos17792	-53.328697970634295	-2545.6231630866664	-82.05048349241162	-203.92088530354843	-522.6727729392986	-56.057470113984145
Skcos9208	15.947305585492822	7.444561086093058	3.182152707775232	11.876381642267086	1.0481501849761934	-0.3461325944387665
Skcos24425	0.018728463646846674	3.628675558716759	0.01380845579803427	0.48953213492508274	0.11335964559917512	-0.003533971608768482
Skcos9756	0.002094183045070879	3.595806673616922	-0.019851125422208786	1.0882299897512278	0.15801641470486752	0.014537305009351876
Skcos25849	-0.08446243444472108	2.173298595645394	-0.026039697456400977	0.16449252582176022	0.16758380895620692	-0.010611529253204358
Skcos2226	-0.08006925537477515	-30.11830871149368	-2.0060934714590606	-1.9489629241946695	-3.8495262635589738	0.517799393602374
Skcos9112	0.10901138374390908	3.7372165153317205	0.029859757534024197	0.4828575096048539	0.20389116409648755	0.05446668142477124
Skcos5209	-0.08660986487743871	0.6547917948375686	0.04043741610489391	0.247504992753371	0.395386135482236	0.03941932891057723
Skcos16379	-0.1480767659053269	1.0455043177280672	-0.1346946728944353	-0.11444552041211127	-0.10735690646693989	0.0013207138518054528
Skcos11417	-0.03497553158932605	6.245666711450169	0.0111381806179462	0.6109040396978417	0.05221823384792954	-0.04498354734515181
Skcos19367	-0.15945754297914608	1.9425702940290284	-0.18374448883351516	0.14369966405010892	0.16265109335016753	-0.03417603286404451
Skcos4792	-0.10876577492465547	3.89315002853125	-0.0707713459317091	0.08976152077966768	0.11533647650837633	0.050616081052921466
