gene	A	B	C	D	E
Skcos3199	48	6	10	43	5
Skcos32	6	2	2	12	1
Skcos320	278	145	167	206	225
Skcos3200	5	5	4	3	8
Skcos3201	0	1	0	1	0
Skcos3202	16	1	6	18	2
Skcos3203	14	13	8	19	23
Skcos3204	11	4	1	14	1
Skcos3205	1	0	0	1	0
Skcos3206	100	83	76	141	98
Skcos3207	21	1	2	15	3
Skcos3208	139	32	47	173	58
Skcos3209	2543	122	150	2795	127
Skcos321	1	0	0	0	0
Skcos3210	6	0	3	13	0
Skcos3211	5	0	0	2	1
Skcos3212	16	26	19	17	18
Skcos3213	8	0	2	12	5
Skcos3214	0	0	0	0	0
Skcos3215	1	0	0	1	0
Skcos3216	3	1	2	2	1
Skcos3217	32	26	30	58	24
Skcos3218	123	39	43	244	51
Skcos3219	120	8	8	94	6
Skcos322	357	139	153	561	272
Skcos3220	9	3	0	6	3
Skcos3221	38	3	2	44	3
Skcos3222	19	6	3	22	6
Skcos3223	20	2	6	3	3
Skcos3224	1	1	2	3	0
Skcos3225	41	5	13	38	11
Skcos3226	71	15	15	74	16
Skcos3227	63	13	25	84	18
Skcos3228	18	18	15	29	14
Skcos3229	14	1	2	26	1
Skcos323	33	20	22	19	11
Skcos3230	339	141	223	290	273
Skcos3231	4	0	0	3	0
Skcos3232	23	7	7	19	8
Skcos3233	2	1	4	3	1
Skcos3234	6	0	1	12	3
Skcos3235	8	0	0	8	1
Skcos3236	14	6	5	13	2
Skcos3237	2	0	0	0	0
Skcos3238	60	27	47	35	44
Skcos3239	4	1	1	3	4
Skcos324	49	20	16	51	23
Skcos3240	12	3	6	13	5
Skcos3241	1	2	0	4	0
Skcos3242	2	0	0	4	1
Skcos3243	33	14	13	36	18
Skcos3244	4	3	2	15	4
Skcos3245	4	5	11	11	6
Skcos3246	218	141	160	252	154
Skcos3247	30	6	7	36	10
Skcos3248	42	2	2	39	4
Skcos3249	93	62	59	87	55
Skcos325	6	0	1	2	6
Skcos3250	89	48	53	84	67
Skcos3251	20	15	5	26	7
Skcos3252	28	18	9	45	29
Skcos3253	165	66	102	134	190
Skcos3254	0	0	1	0	0
Skcos3255	2	0	0	0	0
Skcos3256	446	332	354	430	412
Skcos3257	32	3	4	15	6
Skcos3258	83	19	19	183	28
Skcos3259	43	11	8	41	22
Skcos326	48	15	9	33	15
Skcos3260	47	12	10	4	16
Skcos3261	9	0	1	7	3
Skcos3262	2	0	0	0	0
Skcos3263	3	0	2	2	0
Skcos3264	0	0	0	0	0
Skcos3265	3	0	0	4	0
Skcos3266	6	0	1	5	0
Skcos3267	28	22	17	47	25
Skcos3268	16	9	6	23	9
Skcos3269	1	1	2	0	0
Skcos327	366	234	267	445	324
Skcos3270	8985	5309	3766	12002	4653
Skcos3271	0	0	0	1	0
Skcos3272	17	1	3	23	3
Skcos3273	2	0	1	0	2
Skcos3274	60	17	17	58	13
Skcos3275	4	2	2	2	0
Skcos3276	2	0	0	0	0
Skcos3277	0	0	0	0	0
Skcos3278	1	0	0	3	1
Skcos3279	2	0	0	1	1
Skcos328	7	4	6	11	4
Skcos3280	49	9	4	38	25
Skcos3281	21	10	19	42	24
Skcos3282	3	0	0	10	0
Skcos3283	190	50	62	276	72
Skcos3284	1	0	0	1	3
Skcos3285	2237	1705	1686	2808	1605
Skcos3286	4	2	7	1	2
Skcos3287	255	12	16	133	13
Skcos3288	133	48	36	235	67
Skcos3289	5	0	1	0	0
Skcos329	12	3	3	20	2
Skcos3290	3	4	4	4	6
Skcos3291	124	17	24	60	40
Skcos3292	100	44	32	127	29
Skcos3293	33	1	30	107	10
Skcos3294	0	0	0	0	0
Skcos3295	18	2	0	9	0
Skcos3296	0	1	2	0	1
Skcos3297	734	407	624	843	687
Skcos3298	38	12	10	27	20
Skcos3299	28	12	10	61	10
Skcos33	146	69	133	145	148
Skcos330	5	1	1	3	4
Skcos3300	228	140	192	209	267
Skcos3301	13	3	2	14	2
Skcos3302	8	7	12	3	5
Skcos3303	15	2	1	13	0
Skcos3304	24	6	7	31	11
Skcos3305	8	0	0	0	0
Skcos3306	385	221	265	359	460
Skcos3307	2	0	0	0	0
Skcos3308	0	0	1	3	1
Skcos3309	1	0	0	0	0
Skcos331	4	3	1	1	7
Skcos3310	1	0	1	0	0
Skcos3311	0	0	0	1	0
Skcos3312	268	289	253	244	224
Skcos3313	74	19	54	81	37
Skcos3314	1	0	3	2	0
Skcos3315	2	1	0	1	0
Skcos3316	5	2	3	6	3
Skcos3317	6967	3907	2733	9009	3288
Skcos3318	0	0	0	0	0
Skcos3319	0	1	1	2	0
Skcos332	20	12	8	15	8
Skcos3320	7	1	0	4	2
Skcos3321	28	4	9	19	2
Skcos3322	5	2	1	17	5
Skcos3323	78	24	24	89	18
Skcos3324	18	1	1	17	3
Skcos3325	5	2	1	12	6
Skcos3326	0	1	0	0	0
Skcos3327	13	0	0	4	0
Skcos3328	7	0	2	7	0
Skcos3329	3	0	0	0	0
Skcos333	1	2	0	4	0
Skcos3330	8	1	1	13	6
Skcos3331	35	10	19	33	29
Skcos3332	13	2	0	11	0
Skcos3333	7	0	1	8	7
Skcos3334	70	11	12	59	12
Skcos3335	2	0	0	3	0
Skcos3336	1	0	0	6	0
Skcos3337	0	0	0	2	1
Skcos3338	18	9	3	34	15
Skcos3339	2	2	2	5	1
Skcos334	12	0	0	6	0
Skcos3340	4	5	6	9	9
Skcos3341	52	26	22	40	25
Skcos3342	707	71	63	615	61
Skcos3343	24	6	9	29	11
Skcos3344	10	1	1	7	2
Skcos3345	1	0	0	1	4
Skcos3346	12	2	3	25	4
Skcos3347	23	8	8	38	7
Skcos3348	10	17	4	7	10
Skcos3349	252	83	91	332	88
Skcos335	9	1	1	5	1
Skcos3350	58	23	35	50	31
Skcos3351	4	4	2	9	5
Skcos3352	7	1	2	2	1
Skcos3353	10	4	9	6	2
Skcos3354	8	4	0	0	0
Skcos3355	363	245	344	409	412
Skcos3356	3	1	1	3	0
Skcos3357	412	92	85	639	85
Skcos3358	1027	668	880	1005	1115
Skcos3359	40	14	18	62	11
Skcos336	148	98	110	127	135
Skcos3360	3	1	0	5	0
Skcos3361	54	17	23	127	25
Skcos3362	9	2	2	3	7
Skcos3363	2	2	2	2	4
Skcos3364	1	1	2	1	2
Skcos3365	7	1	3	7	3
Skcos3366	2	1	4	5	4
Skcos3367	2	3	1	1	3
Skcos3368	3	0	1	5	0
Skcos3369	2	0	2	3	2
Skcos337	45	9	16	32	19
Skcos3370	9	3	1	10	1
Skcos3371	8	5	1	10	1
Skcos3372	9	3	3	6	2
Skcos3373	18	0	2	11	5
Skcos3374	4	0	0	5	2
Skcos3375	10	0	2	4	2
Skcos3376	3	0	0	8	0
Skcos3377	4	1	3	18	0
Skcos3378	34	14	32	98	28
Skcos3379	31	6	13	48	8
Skcos338	4	0	0	2	0
Skcos3380	17	2	4	13	5
Skcos3381	53	42	13	123	47
Skcos3382	0	0	0	0	0
Skcos3383	8	1	2	9	0
Skcos3384	0	0	0	0	0
Skcos3385	0	0	1	1	0
Skcos3386	2	1	4	2	9
Skcos3387	1	0	0	0	0
Skcos3388	0	0	0	0	0
Skcos3389	0	0	0	0	0
Skcos339	3	0	0	2	1
Skcos3390	2	0	0	0	0
Skcos3391	0	0	0	0	0
Skcos3392	844	336	379	806	594
Skcos3393	0	0	0	0	0
Skcos3394	13	2	1	29	0
Skcos3395	5	3	1	17	4
Skcos3396	161	110	134	175	172
Skcos3397	0	1	0	5	1
Skcos3398	10	0	0	5	0
Skcos3399	0	0	0	1	0
Skcos34	0	0	0	0	0
Skcos340	190	28	52	23	37
Skcos3400	0	0	0	5	0
Skcos3401	91	35	49	100	72
Skcos3402	13	1	1	4	4
Skcos3403	0	0	3	0	0
Skcos3404	0	0	0	0	1
Skcos3405	0	0	0	0	0
Skcos3406	0	2	2	0	0
Skcos3407	10	9	7	8	3
Skcos3408	33	2	4	42	4
Skcos3409	145	34	28	136	45
Skcos341	2	0	0	2	1
Skcos3410	226	128	121	256	145
Skcos3411	34	17	18	30	23
Skcos3412	10	2	4	6	7
Skcos3413	10	8	7	22	30
Skcos3414	139	122	114	39	59
Skcos3415	132	93	56	141	114
Skcos3416	6	0	0	1	1
Skcos3417	109	36	39	193	63
Skcos3418	12	9	3	4	9
Skcos3419	63	33	14	138	21
Skcos342	0	1	3	1	0
Skcos3420	45	2	7	41	6
Skcos3421	1	0	0	2	0
Skcos3422	302	68	72	251	104
Skcos3423	7	0	1	16	7
Skcos3424	2	3	4	1	3
Skcos3425	5	0	1	5	1
Skcos3426	35	11	5	8	20
Skcos3427	12	7	14	27	8
Skcos3428	21	10	5	64	8
Skcos3429	4	1	0	5	2
Skcos343	78	0	0	24	0
Skcos3430	8	2	2	6	1
Skcos3431	14	3	2	5	3
Skcos3432	1	1	1	5	0
Skcos3433	7	1	4	5	3
Skcos3434	4	0	0	1	0
Skcos3435	26	7	10	40	13
Skcos3436	9	3	2	3	1
Skcos3437	10	1	1	9	3
Skcos3438	1053	175	174	469	151
Skcos3439	44	9	11	40	8
Skcos344	0	1	0	6	2
Skcos3440	1	0	0	13	0
Skcos3441	0	6	0	4	0
Skcos3442	1	0	0	5	0
Skcos3443	49	10	10	34	15
Skcos3444	144	28	22	176	21
Skcos3445	520	376	410	628	554
Skcos3446	2	0	1	7	3
Skcos3447	47	10	19	36	28
Skcos3448	1	0	0	0	0
Skcos3449	3	0	0	1	0
Skcos345	25	17	7	36	10
Skcos3450	13	8	5	12	21
Skcos3451	11	7	4	5	5
Skcos3452	3	3	0	4	0
Skcos3453	9	3	5	15	8
Skcos3454	249	159	236	562	167
Skcos3455	6	1	0	4	0
Skcos3456	30	0	2	18	0
Skcos3457	1	0	0	0	1
Skcos3458	0	0	1	6	1
Skcos3459	12	2	7	20	8
Skcos346	79	29	26	124	36
Skcos3460	5	1	0	2	3
Skcos3461	1	0	1	4	0
Skcos3462	0	0	0	0	0
Skcos3463	15	4	2	48	13
Skcos3464	19	3	8	21	5
Skcos3465	107	6	9	35	16
Skcos3466	2	0	0	0	1
Skcos3467	2	1	3	7	3
Skcos3468	44	34	30	47	36
Skcos3469	25	1	7	37	3
Skcos347	0	0	0	3	0
Skcos3470	66	41	44	62	60
Skcos3471	96	22	21	89	24
Skcos3472	27	14	9	33	14
Skcos3473	5	1	2	6	3
Skcos3474	411	230	287	350	328
Skcos3475	4	0	0	1	1
Skcos3476	19	1	4	24	2
Skcos3477	428	288	346	502	410
Skcos3478	2	0	0	3	0
Skcos3479	19	3	6	24	0
Skcos348	11	6	5	14	8
Skcos3480	0	0	0	1	0
Skcos3481	5	3	2	17	6
Skcos3482	57	22	29	73	33
Skcos3483	176	141	148	188	170
Skcos3484	17	7	6	10	6
Skcos3485	15	10	8	27	10
Skcos3486	16	0	1	7	1
Skcos3487	4	3	3	13	10
Skcos3488	12	2	0	13	0
Skcos3489	6	4	1	6	8
Skcos349	98	26	28	34	33
Skcos3490	76	4	3	56	6
Skcos3491	17	0	1	14	5
Skcos3492	0	0	0	0	0
Skcos3493	366	14	26	216	7
Skcos3494	10	1	5	12	5
Skcos3495	104	103	100	114	102
Skcos3496	65	49	52	83	61
Skcos3497	118	29	28	71	43
Skcos3498	0	0	1	0	0
Skcos3499	118	37	47	153	29
Skcos35	49	71	55	24	30
Skcos350	0	0	0	3	0
Skcos3500	0	0	0	2	0
Skcos3501	1	0	1	3	0
Skcos3502	15	6	7	8	7
Skcos3503	26	19	22	32	23
Skcos3504	13	3	0	26	10
Skcos3505	37	2	2	44	3
Skcos3506	18	9	10	52	14
Skcos3507	27	2	8	28	7
Skcos3508	9	3	9	95	4
Skcos3509	305	227	185	112	208
Skcos351	10	3	9	8	4
Skcos3510	36	8	18	51	13
Skcos3511	0	2	0	3	0
Skcos3512	70	32	62	52	88
Skcos3513	5	3	1	12	1
Skcos3514	2	0	0	0	0
Skcos3515	38	14	31	36	41
Skcos3516	3	0	1	18	2
Skcos3517	40	4	9	35	3
Skcos3518	1	0	0	4	0
Skcos3519	8	1	4	49	3
Skcos352	53	28	19	77	29
Skcos3520	25	9	13	26	4
Skcos3521	16	5	4	11	6
Skcos3522	4	0	0	6	0
Skcos3523	38	46	53	122	53
Skcos3524	2	1	1	8	2
Skcos3525	1	0	0	0	0
Skcos3526	11	1	3	5	5
Skcos3527	1	0	0	0	1
Skcos3528	0	0	0	0	0
Skcos3529	5	4	2	7	1
Skcos353	11	5	2	28	2
Skcos3530	5	0	0	2	0
Skcos3531	0	0	0	1	0
Skcos3532	0	0	0	0	0
Skcos3533	0	0	0	0	0
Skcos3534	0	0	0	2	0
Skcos3535	0	0	0	0	0
Skcos3536	1883	741	678	2808	881
Skcos3537	0	0	1	1	0
Skcos3538	0	0	0	0	0
Skcos3539	29	8	26	52	14
Skcos354	2	1	2	3	0
Skcos3540	0	1	2	2	12
Skcos3541	4	0	2	5	2
Skcos3542	9	0	1	9	8
Skcos3543	5	3	1	19	1
Skcos3544	51	11	6	44	5
Skcos3545	40	16	22	58	15
Skcos3546	13	2	4	20	4
Skcos3547	20	0	1	19	0
Skcos3548	25	5	5	41	6
Skcos3549	1	0	0	1	0
Skcos355	3	0	1	3	1
Skcos3550	25	43	64	196	69
Skcos3551	10	3	1	11	2
Skcos3552	68	13	29	89	40
Skcos3553	59	31	32	97	26
Skcos3554	92	24	35	140	40
Skcos3555	248	153	227	255	241
Skcos3556	119	44	37	104	44
Skcos3557	1	0	0	11	1
Skcos3558	291	84	78	273	87
Skcos3559	7	0	2	3	1
Skcos356	32	2	10	27	7
Skcos3560	44	6	10	8	8
Skcos3561	1199	830	950	1269	1094
Skcos3562	9	3	1	15	8
Skcos3563	90	21	16	128	19
Skcos3564	37	9	4	34	8
Skcos3565	17	4	2	9	9
Skcos3566	12	1	1	14	6
Skcos3567	126	13	20	35	12
Skcos3568	26	1	0	1	0
Skcos3569	37	4	3	40	6
Skcos357	110	45	42	90	67
Skcos3570	41	27	26	26	36
Skcos3571	1	0	1	5	1
Skcos3572	39	0	0	1	2
Skcos3573	69	37	46	64	54
Skcos3574	76	11	21	47	13
Skcos3575	9	4	1	11	3
Skcos3576	1	0	2	0	0
Skcos3577	31	10	14	49	6
Skcos3578	68	9	15	103	16
Skcos3579	10	7	2	16	3
Skcos358	22	9	6	27	6
Skcos3580	40	5	7	55	4
Skcos3581	2	0	0	0	1
Skcos3582	9	0	0	18	5
Skcos3583	4	9	2	10	3
Skcos3584	78	11	14	31	7
Skcos3585	531	336	386	568	489
Skcos3586	16	1	1	10	0
Skcos3587	36	14	11	41	16
Skcos3588	121	80	87	119	122
Skcos3589	23	6	10	14	6
Skcos359	3	0	0	3	0
Skcos3590	6	0	0	2	4
Skcos3591	240	98	115	295	145
Skcos3592	33	9	15	46	13
Skcos3593	20	4	10	23	7
Skcos3594	55	19	25	68	36
Skcos3595	7	0	0	6	0
Skcos3596	2	0	2	3	0
Skcos3597	0	0	0	0	0
Skcos3598	61	23	30	45	39
Skcos3599	36	22	26	26	32
Skcos36	23	12	5	44	3
Skcos360	19	4	10	25	8
Skcos3600	9	0	2	4	0
Skcos3601	88	41	60	124	57
Skcos3602	33	15	10	33	14
Skcos3603	6	5	3	14	8
Skcos3604	225	67	77	229	73
Skcos3605	33	20	11	55	8
Skcos3606	29	23	25	81	11
Skcos3607	119	66	57	125	128
Skcos3608	63	11	32	77	20
Skcos3609	107	34	42	75	77
Skcos361	58	30	27	97	22
Skcos3610	80	18	20	189	28
Skcos3611	4	4	8	6	0
Skcos3612	29	6	7	31	3
Skcos3613	56	4	4	26	3
Skcos3614	38	4	7	8	4
Skcos3615	38	8	6	68	6
Skcos3616	13	4	4	22	6
Skcos3617	17	4	11	13	8
Skcos3618	194	112	135	191	175
Skcos3619	23	9	7	40	16
Skcos362	4	2	3	3	3
Skcos3620	314	150	211	343	266
Skcos3621	14	2	1	10	0
Skcos3622	1	3	1	3	8
Skcos3623	6	0	6	14	5
Skcos3624	38	3	13	123	12
Skcos3625	17	7	14	19	12
Skcos3626	2	1	0	5	0
Skcos3627	113	35	53	147	60
Skcos3628	9	1	2	13	1
Skcos3629	75	24	41	96	50
Skcos363	14	1	5	21	2
Skcos3630	104	89	105	235	151
Skcos3631	28	12	10	18	24
Skcos3632	9	2	2	7	1
Skcos3633	38	12	11	43	8
Skcos3634	218	20	18	301	34
Skcos3635	83	44	56	88	50
Skcos3636	81	10	4	97	7
Skcos3637	219	61	61	206	42
Skcos3638	3	3	8	7	3
Skcos3639	43	25	26	39	40
Skcos364	36	8	14	27	13
Skcos3640	176	23	22	168	21
Skcos3641	7	0	0	1	0
Skcos3642	36	1	10	39	11
Skcos3643	7	0	2	6	2
Skcos3644	3	0	1	2	1
Skcos3645	41	16	15	73	14
Skcos3646	212	93	70	110	71
Skcos3647	11	2	0	1	6
Skcos3648	5	3	1	3	0
Skcos3649	2	2	0	1	0
Skcos365	0	0	0	0	0
Skcos3650	7	2	1	15	2
Skcos3651	10	2	3	7	2
Skcos3652	217	8	9	175	9
Skcos3653	22	5	5	28	5
Skcos3654	24	2	0	26	3
Skcos3655	10	0	2	8	1
Skcos3656	2	1	1	9	0
Skcos3657	17	12	23	45	20
Skcos3658	11	3	0	7	4
Skcos3659	92	14	11	101	12
Skcos366	60	8	6	60	2
Skcos3660	22	5	3	12	7
Skcos3661	15	1	7	15	3
Skcos3662	2	0	1	4	5
Skcos3663	361	85	117	839	130
Skcos3664	45	18	26	60	31
Skcos3665	2168	191	299	2756	302
Skcos3666	184	114	86	125	169
Skcos3667	3	1	3	3	4
Skcos3668	3	3	1	14	0
Skcos3669	45	10	12	54	9
Skcos367	26	22	19	49	39
Skcos3670	125	157	153	103	148
Skcos3671	5	3	2	8	4
Skcos3672	4	1	1	5	0
Skcos3673	12	8	6	9	9
Skcos3674	1	0	2	1	0
Skcos3675	9	0	0	7	1
Skcos3676	50	20	32	44	31
Skcos3677	48	11	17	57	13
Skcos3678	11	0	0	11	0
Skcos3679	93	74	80	453	101
Skcos368	12	7	5	31	4
Skcos3680	3	4	1	3	1
Skcos3681	15	4	5	35	6
Skcos3682	1	1	2	2	0
Skcos3683	1	4	1	1	1
Skcos3684	2	2	1	10	5
Skcos3685	48	14	8	16	13
Skcos3686	3	2	1	1	5
Skcos3687	0	0	0	2	0
Skcos3688	0	0	0	0	0
Skcos3689	7	2	0	6	0
Skcos369	8	0	4	12	3
Skcos3690	1	0	1	0	0
Skcos3691	133	85	114	141	105
Skcos3692	2	0	2	2	5
Skcos3693	41	12	12	18	11
Skcos3694	5	0	2	3	3
Skcos3695	3	0	0	1	0
Skcos3696	0	3	0	1	0
Skcos3697	5	0	3	15	3
Skcos3698	16	3	0	15	4
Skcos3699	2	0	0	7	1
Skcos37	18	5	2	0	6
Skcos370	42	5	4	100	9
Skcos3700	621	268	426	670	591
Skcos3701	2	0	0	4	0
Skcos3702	2	0	2	1	0
Skcos3703	1	1	1	2	0
Skcos3704	0	0	0	0	0
Skcos3705	136	27	44	151	72
Skcos3706	0	0	0	0	0
Skcos3707	13	0	6	18	4
Skcos3708	1	2	0	1	3
Skcos3709	3	1	0	2	1
Skcos371	10	4	6	8	2
Skcos3710	100	19	24	68	41
Skcos3711	5	0	1	7	1
Skcos3712	46	11	20	15	26
Skcos3713	78	65	76	78	119
Skcos3714	8	0	3	11	3
Skcos3715	18	2	0	4	3
Skcos3716	0	0	1	1	0
Skcos3717	25	16	26	23	32
Skcos3718	19	19	13	26	19
Skcos3719	109	66	65	155	68
Skcos372	3	0	1	1	1
Skcos3720	200	83	75	336	149
Skcos3721	21	9	6	34	4
Skcos3722	13	6	2	12	1
Skcos3723	0	0	0	0	0
Skcos3724	53	21	29	88	19
Skcos3725	26	5	2	27	6
Skcos3726	195	109	124	200	187
Skcos3727	3	0	0	5	0
Skcos3728	2	3	0	13	6
Skcos3729	17	0	2	11	1
Skcos373	1	0	0	0	0
Skcos3730	24	6	6	16	1
Skcos3731	20	7	1	20	3
Skcos3732	4	0	0	1	1
Skcos3733	75	47	55	175	66
Skcos3734	9	4	6	3	1
Skcos3735	2	2	2	10	3
Skcos3736	18	3	2	10	2
Skcos3737	11	3	0	13	3
Skcos3738	2	1	0	2	0
Skcos3739	1493	1175	1513	782	1443
Skcos374	4	0	1	35	5
Skcos3740	79	52	23	137	32
Skcos3741	433	205	328	418	399
Skcos3742	214	249	269	188	250
Skcos3743	23	4	7	16	14
Skcos3744	0	0	0	0	0
Skcos3745	0	0	0	2	0
Skcos3746	540	222	353	512	509
Skcos3747	1	0	1	0	0
Skcos3748	39	17	7	80	3
Skcos3749	5	3	1	8	1
Skcos375	0	0	1	2	0
Skcos3750	10355	3663	3981	9589	4955
Skcos3751	8	2	4	1	3
Skcos3752	12	4	6	22	5
Skcos3753	16	2	0	5	4
Skcos3754	20	5	14	41	12
Skcos3755	4	0	1	3	3
Skcos3756	7	15	0	10	13
Skcos3757	49	48	63	145	71
Skcos3758	8	6	3	11	2
Skcos3759	6	6	3	6	4
Skcos376	48	11	10	82	14
Skcos3760	292	51	76	239	124
Skcos3761	424	107	164	482	192
Skcos3762	0	0	0	3	0
Skcos3763	16	1	2	6	2
Skcos3764	5	3	0	14	1
Skcos3765	54	1	1	74	7
Skcos3766	230	108	148	252	173
Skcos3767	30	4	3	14	2
Skcos3768	14	1	7	15	0
Skcos3769	95	30	37	73	32
Skcos377	12	6	13	19	19
Skcos3770	8	1	0	18	1
Skcos3771	9	0	4	12	0
Skcos3772	0	0	0	0	0
Skcos3773	12	3	3	22	1
Skcos3774	4	4	3	1	0
Skcos3775	15	5	8	13	14
Skcos3776	111	134	111	104	69
Skcos3777	10	6	9	18	4
Skcos3778	29	8	13	57	20
Skcos3779	10	1	3	1	7
Skcos378	2762	1139	1430	2470	1691
Skcos3780	201	13	31	304	39
Skcos3781	2	0	0	1	0
Skcos3782	10	0	1	24	1
Skcos3783	17	0	0	8	1
Skcos3784	54	2	2	47	5
Skcos3785	18	2	10	17	6
Skcos3786	158	37	42	135	54
Skcos3787	2	1	0	9	0
Skcos3788	93	30	27	230	31
Skcos3789	4	1	3	14	1
Skcos379	182	2	2	58	1
Skcos3790	264	226	314	190	324
Skcos3791	1	0	1	0	2
Skcos3792	8	3	8	3	9
Skcos3793	6	3	5	14	4
Skcos3794	9	3	4	0	2
Skcos3795	5	1	2	11	1
Skcos3796	27	6	5	28	10
Skcos3797	478	199	162	789	196
Skcos3798	10	3	7	21	5
Skcos3799	7	1	0	16	2
Skcos38	1	0	2	3	2
Skcos380	194	116	160	195	207
Skcos3800	1	0	0	0	0
Skcos3801	9	5	2	15	5
Skcos3802	0	0	0	0	0
Skcos3803	4	0	1	1	2
Skcos3804	34	4	9	50	15
Skcos3805	62	37	52	50	86
Skcos3806	362	169	236	333	290
Skcos3807	12	7	4	20	1
Skcos3808	17	11	6	46	7
Skcos3809	14	4	7	7	5
Skcos381	404	133	119	446	118
Skcos3810	3	0	1	5	2
Skcos3811	46	27	35	41	48
Skcos3812	3	0	0	5	3
Skcos3813	41	6	8	29	8
Skcos3814	12	0	1	9	0
Skcos3815	7	0	2	7	1
Skcos3816	8	0	0	7	1
Skcos3817	60	8	14	11	11
Skcos3818	71	21	20	39	60
Skcos3819	4	0	2	4	0
Skcos382	246	87	80	419	118
Skcos3820	13	3	7	36	0
Skcos3821	1	3	0	2	1
Skcos3822	0	0	0	2	0
Skcos3823	23	14	18	13	12
Skcos3824	82	16	14	85	33
Skcos3825	24	2	3	25	0
Skcos3826	36	4	15	56	12
Skcos3827	23	5	3	19	2
Skcos3828	0	0	0	0	0
Skcos3829	1	1	1	1	0
Skcos383	0	0	1	1	1
Skcos3830	3	1	0	2	0
Skcos3831	0	0	0	0	0
Skcos3832	1	0	0	0	0
Skcos3833	1	2	2	2	3
Skcos3834	3	3	0	7	0
Skcos3835	432	143	212	386	284
Skcos3836	3	4	4	9	5
Skcos3837	0	0	0	0	0
Skcos3838	0	2	0	0	2
Skcos3839	15	5	10	13	12
Skcos384	1384	1042	1196	1201	1323
Skcos3840	16	6	10	4	5
Skcos3841	0	0	0	0	0
Skcos3842	42	2	8	21	2
Skcos3843	0	0	0	0	0
Skcos3844	36	3	3	15	4
Skcos3845	20	10	4	20	24
Skcos3846	37	16	18	42	26
Skcos3847	6842	1888	945	8346	1151
Skcos3848	17	7	9	24	24
Skcos3849	4	0	0	0	0
Skcos385	126	63	81	64	118
Skcos3850	0	0	0	3	1
Skcos3851	18	1	0	14	0
Skcos3852	3	2	0	4	0
Skcos3853	3	1	2	9	0
Skcos3854	31	4	1	13	6
Skcos3855	6	1	4	11	3
Skcos3856	26	17	24	8	20
Skcos3857	15	9	11	17	3
Skcos3858	25	0	1	7	0
Skcos3859	6	2	0	0	1
Skcos386	15	6	7	17	2
Skcos3860	1	0	1	0	0
Skcos3861	61	8	17	93	24
Skcos3862	6	8	6	24	3
Skcos3863	10	2	5	14	6
Skcos3864	9	0	4	4	0
Skcos3865	0	1	1	0	2
Skcos3866	3	1	0	9	5
Skcos3867	1	0	0	0	0
Skcos3868	17	3	3	20	12
Skcos3869	8	0	0	7	0
Skcos387	1	0	1	3	2
Skcos3870	76	11	15	47	26
Skcos3871	2	0	3	6	2
Skcos3872	4	0	1	1	0
Skcos3873	30	11	11	19	11
Skcos3874	18	9	5	33	13
Skcos3875	68	26	25	91	29
Skcos3876	80	46	55	21	34
Skcos3877	21	8	14	38	4
Skcos3878	10	5	3	3	1
Skcos3879	62	25	32	91	44
Skcos388	54	8	10	45	23
Skcos3880	30	7	6	36	0
Skcos3881	5	4	4	16	1
Skcos3882	0	0	1	2	0
Skcos3883	0	0	0	0	0
Skcos3884	31	2	1	16	0
Skcos3885	1	0	0	1	1
Skcos3886	136	24	37	184	38
Skcos3887	2	0	2	1	3
Skcos3888	8	0	0	4	3
Skcos3889	5	0	2	9	3
Skcos389	1	2	2	1	0
Skcos3890	362	143	194	324	254
Skcos3891	23	12	10	50	8
Skcos3892	23	15	17	53	17
Skcos3893	0	0	0	4	0
Skcos3894	1	0	1	1	2
Skcos3895	3	0	0	8	0
Skcos3896	0	0	0	1	0
Skcos3897	0	0	0	0	0
Skcos3898	0	0	0	0	0
Skcos3899	7	3	3	25	10
Skcos39	68	32	29	171	31
Skcos390	7	0	0	12	2
Skcos3900	37	6	6	39	18
Skcos3901	4	4	0	3	0
Skcos3902	8	4	2	72	14
Skcos3903	0	0	0	1	0
Skcos3904	0	0	0	0	0
Skcos3905	35	6	5	19	2
Skcos3906	0	0	0	0	0
Skcos3907	4	1	1	27	6
Skcos3908	0	0	0	0	0
Skcos3909	5	0	0	1	0
Skcos391	69	40	37	164	33
Skcos3910	0	0	0	0	0
Skcos3911	6	1	1	3	2
Skcos3912	4	0	2	1	0
Skcos3913	1	0	0	2	0
Skcos3914	13	6	12	2	10
Skcos3915	11	2	1	19	2
Skcos3916	777	24	42	566	36
Skcos3917	5	2	4	9	0
Skcos3918	9	2	3	8	2
Skcos3919	0	0	0	1	0
Skcos392	2	3	2	2	3
Skcos3920	0	0	0	0	0
Skcos3921	222	155	169	238	247
Skcos3922	1	0	0	0	0
Skcos3923	3	0	0	0	0
Skcos3924	68	18	15	110	14
Skcos3925	0	0	0	0	0
Skcos3926	0	0	0	0	0
Skcos3927	5	2	1	12	1
Skcos3928	0	2	4	7	1
Skcos3929	71	40	28	159	34
Skcos393	20	7	7	12	9
Skcos3930	1	2	0	0	0
Skcos3931	1	0	0	0	0
Skcos3932	0	0	0	0	0
Skcos3933	132	23	36	158	29
Skcos3934	17	1	0	6	0
Skcos3935	1	0	0	0	0
Skcos3936	0	0	0	0	0
Skcos3937	0	0	1	0	0
Skcos3938	4	0	0	4	0
Skcos3939	0	0	0	1	0
Skcos394	0	0	0	0	0
