gID	Old Seq Name	Description
Throt20193	Locus23487v1rpkm1.49	Locus23487v1rpkm1.49
Throt20194	Locus23488v1rpkm1.49	Locus23488v1rpkm1.49
Throt20195	Locus23489v1rpkm1.49	Locus23489v1rpkm1.49
Throt20196	Locus23490v1rpkm1.49	Locus23490v1rpkm1.49
Throt20197	Locus23491v1rpkm1.49	Locus23491v1rpkm1.49
Throt20198	Locus23492v1rpkm1.49	Locus23492v1rpkm1.49
Throt20199	Locus23492v2rpkm0.64	Locus23492v2rpkm0.64
Throt20200	Locus23492v3rpkm0.37	Locus23492v3rpkm0.37
Throt20201	Locus23492v4rpkm0.00_PRE	Locus23492v4rpkm0.00_PRE
Throt20202	Locus23493v1rpkm1.49	Locus23493v1rpkm1.49
Throt20203	Locus23494v1rpkm1.49	Locus23494v1rpkm1.49
Throt20204	Locus23496v1rpkm1.49	Locus23496v1rpkm1.49
Throt20205	Locus23497v1rpkm1.49	Locus23497v1rpkm1.49
Throt20206	Locus23498v1rpkm1.49	Locus23498v1rpkm1.49
Throt20207	Locus23499v1rpkm1.49	Locus23499v1rpkm1.49
Throt20208	Locus23500v1rpkm1.49	Locus23500v1rpkm1.49
Throt20209	Locus23500v2rpkm1.03	Locus23500v2rpkm1.03
Throt20210	Locus23501v1rpkm1.49	Locus23501v1rpkm1.49
Throt20211	Locus23502v1rpkm1.49	Locus23502v1rpkm1.49
Throt20212	Locus23502v2rpkm0.20	Locus23502v2rpkm0.20
Throt20213	Locus23503v2rpkm0.89	Locus23503v2rpkm0.89
Throt20214	Locus23503v3rpkm0.27	Locus23503v3rpkm0.27
Throt20215	Locus23503v5rpkm0.22	Locus23503v5rpkm0.22
Throt20216	Locus23503v8rpkm0.00_PRE	Locus23503v8rpkm0.00_PRE
Throt20217	Locus23504v1rpkm1.49	Locus23504v1rpkm1.49
Throt20218	Locus23504v2rpkm1.09	Locus23504v2rpkm1.09
Throt20219	Locus23505v1rpkm1.49	Locus23505v1rpkm1.49
Throt20220	Locus23506v1rpkm1.49	Locus23506v1rpkm1.49
Throt20221	Locus23507v1rpkm1.49	Locus23507v1rpkm1.49
Throt20222	Locus23509v1rpkm1.48	Locus23509v1rpkm1.48
Throt20223	Locus23510v1rpkm1.48	Locus23510v1rpkm1.48
Throt20224	Locus23511v1rpkm1.48	Locus23511v1rpkm1.48
Throt20225	Locus23513v1rpkm1.48	Locus23513v1rpkm1.48
Throt20226	Locus23513v2rpkm0.19	Locus23513v2rpkm0.19
Throt20227	Locus23513v3rpkm0.15_PRE	Locus23513v3rpkm0.15_PRE
Throt20228	Locus23514v1rpkm1.48	Locus23514v1rpkm1.48
Throt20229	Locus23515v1rpkm1.48	Locus23515v1rpkm1.48
Throt20230	Locus23516v1rpkm1.48	Locus23516v1rpkm1.48
Throt20231	Locus23517v1rpkm1.48	Locus23517v1rpkm1.48
Throt20232	Locus23518v1rpkm1.48	Locus23518v1rpkm1.48
Throt20233	Locus23519v1rpkm1.48	Locus23519v1rpkm1.48
Throt20234	Locus23520v1rpkm1.48	Locus23520v1rpkm1.48
Throt20235	Locus23521v1rpkm1.48	Locus23521v1rpkm1.48
Throt20236	Locus23522v1rpkm1.48	Locus23522v1rpkm1.48
Throt20237	Locus23523v1rpkm1.48	Locus23523v1rpkm1.48
Throt20238	Locus23524v1rpkm1.48	Locus23524v1rpkm1.48
Throt20239	Locus23525v1rpkm1.48	Locus23525v1rpkm1.48
Throt20240	Locus23526v1rpkm1.48	Locus23526v1rpkm1.48
Throt20241	Locus23528v1rpkm1.48	Locus23528v1rpkm1.48
Throt20242	Locus23529v1rpkm1.48	Locus23529v1rpkm1.48
Throt20243	Locus23530v1rpkm1.48	Locus23530v1rpkm1.48
Throt20244	Locus23531v1rpkm1.48	Locus23531v1rpkm1.48
Throt20245	Locus23532v1rpkm1.48	Locus23532v1rpkm1.48
Throt20246	Locus23533v1rpkm1.48	Locus23533v1rpkm1.48
Throt20247	Locus23534v1rpkm1.48	Locus23534v1rpkm1.48
Throt20248	Locus23535v1rpkm1.48	Locus23535v1rpkm1.48
Throt20249	Locus23536v1rpkm1.48	Locus23536v1rpkm1.48
Throt20250	Locus23537v1rpkm1.48	Locus23537v1rpkm1.48
Throt20251	Locus23538v1rpkm1.48	Locus23538v1rpkm1.48
Throt20252	Locus23539v1rpkm1.48	Locus23539v1rpkm1.48
Throt20253	Locus23540v1rpkm1.48	Locus23540v1rpkm1.48
Throt20254	Locus23541v1rpkm1.48	Locus23541v1rpkm1.48
Throt20255	Locus23542v1rpkm1.48	Locus23542v1rpkm1.48
Throt20256	Locus23543v1rpkm1.48	Locus23543v1rpkm1.48
Throt20257	Locus23544v1rpkm1.48	Locus23544v1rpkm1.48
Throt20258	Locus23545v1rpkm1.48	Locus23545v1rpkm1.48
Throt20259	Locus23546v1rpkm1.48	Locus23546v1rpkm1.48
Throt20260	Locus23547v1rpkm1.48	Locus23547v1rpkm1.48
Throt20261	Locus23548v1rpkm1.47	Locus23548v1rpkm1.47
Throt20262	Locus23549v1rpkm1.47	Locus23549v1rpkm1.47
Throt20263	Locus23550v1rpkm1.47	Locus23550v1rpkm1.47
Throt20264	Locus23551v1rpkm1.47	Locus23551v1rpkm1.47
Throt20265	Locus23552v1rpkm1.47	Locus23552v1rpkm1.47
Throt20266	Locus23553v1rpkm1.47	Locus23553v1rpkm1.47
Throt20267	Locus23554v1rpkm1.47	Locus23554v1rpkm1.47
Throt20268	Locus23554v2rpkm0.22	Locus23554v2rpkm0.22
Throt20269	Locus23555v1rpkm1.47	Locus23555v1rpkm1.47
Throt20270	Locus23556v1rpkm1.47	Locus23556v1rpkm1.47
Throt20271	Locus23557v1rpkm1.47	Locus23557v1rpkm1.47
Throt20272	Locus23558v1rpkm1.47	Locus23558v1rpkm1.47
Throt20273	Locus23559v1rpkm1.47	Locus23559v1rpkm1.47
Throt20274	Locus23560v1rpkm1.47	Locus23560v1rpkm1.47
Throt20275	Locus23561v1rpkm1.47	Locus23561v1rpkm1.47
Throt20276	Locus23562v1rpkm1.47	Locus23562v1rpkm1.47
Throt20277	Locus23563v1rpkm1.47	Locus23563v1rpkm1.47
Throt20278	Locus23564v1rpkm1.47	Locus23564v1rpkm1.47
Throt20279	Locus23565v1rpkm1.47	Locus23565v1rpkm1.47
Throt20280	Locus23566v1rpkm1.47	Locus23566v1rpkm1.47
Throt20281	Locus23567v1rpkm1.47	Locus23567v1rpkm1.47
Throt20282	Locus23568v1rpkm1.47	Locus23568v1rpkm1.47
Throt20283	Locus23569v1rpkm1.47	Locus23569v1rpkm1.47
Throt20284	Locus23570v1rpkm1.47	Locus23570v1rpkm1.47
Throt20285	Locus23571v1rpkm1.47	Locus23571v1rpkm1.47
Throt20286	Locus23572v1rpkm1.47	Locus23572v1rpkm1.47
Throt20287	Locus23573v1rpkm1.47	Locus23573v1rpkm1.47
Throt20288	Locus23573v2rpkm1.35	Locus23573v2rpkm1.35
Throt20289	Locus23574v1rpkm1.47	Locus23574v1rpkm1.47
Throt20290	Locus23575v1rpkm1.47	Locus23575v1rpkm1.47
Throt20291	Locus23576v1rpkm1.47	Locus23576v1rpkm1.47
Throt20292	Locus23577v1rpkm1.47	Locus23577v1rpkm1.47
Throt20293	Locus23578v1rpkm1.47	Locus23578v1rpkm1.47
Throt20294	Locus23579v1rpkm1.47	Locus23579v1rpkm1.47
Throt20295	Locus23580v1rpkm1.47	Locus23580v1rpkm1.47
Throt20296	Locus23581v1rpkm1.47	Locus23581v1rpkm1.47
Throt20297	Locus23582v1rpkm1.47	Locus23582v1rpkm1.47
Throt20298	Locus23583v1rpkm1.47	Locus23583v1rpkm1.47
Throt20299	Locus23584v1rpkm1.47	Locus23584v1rpkm1.47
Throt20300	Locus23585v1rpkm1.47	Locus23585v1rpkm1.47
Throt20301	Locus23586v1rpkm1.47	Locus23586v1rpkm1.47
Throt20302	Locus23587v1rpkm1.47	Locus23587v1rpkm1.47
Throt20303	Locus23588v1rpkm1.47	Locus23588v1rpkm1.47
Throt20304	Locus23589v1rpkm1.47	Locus23589v1rpkm1.47
Throt20305	Locus23590v1rpkm1.47	Locus23590v1rpkm1.47
Throt20306	Locus23591v1rpkm1.47	Locus23591v1rpkm1.47
Throt20307	Locus23591v2rpkm1.20	Locus23591v2rpkm1.20
Throt20308	Locus23592v1rpkm1.46	Locus23592v1rpkm1.46
Throt20309	Locus23593v1rpkm1.46	Locus23593v1rpkm1.46
Throt20310	Locus23594v1rpkm1.46	Locus23594v1rpkm1.46
Throt20311	Locus23595v1rpkm1.46	Locus23595v1rpkm1.46
Throt20312	Locus23596v1rpkm1.46	Locus23596v1rpkm1.46
Throt20313	Locus23597v1rpkm1.46	Locus23597v1rpkm1.46
Throt20314	Locus23598v1rpkm1.46	Locus23598v1rpkm1.46
Throt20315	Locus23599v1rpkm1.46	Locus23599v1rpkm1.46
Throt20316	Locus23600v1rpkm1.46	Locus23600v1rpkm1.46
Throt20317	Locus23601v1rpkm1.46	Locus23601v1rpkm1.46
Throt20318	Locus23602v1rpkm1.46	Locus23602v1rpkm1.46
Throt20319	Locus23603v1rpkm1.46	Locus23603v1rpkm1.46
Throt20320	Locus23603v2rpkm1.38	Locus23603v2rpkm1.38
Throt20321	Locus23604v1rpkm1.46	Locus23604v1rpkm1.46
Throt20322	Locus23605v1rpkm1.46	Locus23605v1rpkm1.46
Throt20323	Locus23606v1rpkm1.46	Locus23606v1rpkm1.46
Throt20324	Locus23607v1rpkm1.46	Locus23607v1rpkm1.46
Throt20325	Locus23607v2rpkm0.96	Locus23607v2rpkm0.96
Throt20326	Locus23607v3rpkm0.71	Locus23607v3rpkm0.71
Throt20327	Locus23608v1rpkm1.46	Locus23608v1rpkm1.46
Throt20328	Locus23609v1rpkm1.46	Locus23609v1rpkm1.46
Throt20329	Locus23610v1rpkm1.46	Locus23610v1rpkm1.46
Throt20330	Locus23611v1rpkm1.46	Locus23611v1rpkm1.46
Throt20331	Locus23612v1rpkm1.46	Locus23612v1rpkm1.46
Throt20332	Locus23613v1rpkm1.46	Locus23613v1rpkm1.46
Throt20333	Locus23614v1rpkm1.46	Locus23614v1rpkm1.46
Throt20334	Locus23615v1rpkm1.46	Locus23615v1rpkm1.46
Throt20335	Locus23616v1rpkm1.46	Locus23616v1rpkm1.46
Throt20336	Locus23617v1rpkm1.46	Locus23617v1rpkm1.46
Throt20337	Locus23618v1rpkm1.46	Locus23618v1rpkm1.46
Throt20338	Locus23619v1rpkm1.46	Locus23619v1rpkm1.46
Throt20339	Locus23620v1rpkm1.46	Locus23620v1rpkm1.46
Throt20340	Locus23621v1rpkm1.46	Locus23621v1rpkm1.46
Throt20341	Locus23622v1rpkm1.46	Locus23622v1rpkm1.46
Throt20342	Locus23622v2rpkm0.22	Locus23622v2rpkm0.22
Throt20343	Locus23623v1rpkm1.46	Locus23623v1rpkm1.46
Throt20344	Locus23624v1rpkm1.45	Locus23624v1rpkm1.45
Throt20345	Locus23625v1rpkm1.45	Locus23625v1rpkm1.45
Throt20346	Locus23626v1rpkm1.45	Locus23626v1rpkm1.45
Throt20347	Locus23627v1rpkm1.45	Locus23627v1rpkm1.45
Throt20348	Locus23628v1rpkm1.45	Locus23628v1rpkm1.45
Throt20349	Locus23629v1rpkm1.45	Locus23629v1rpkm1.45
Throt20350	Locus23629v2rpkm1.06	Locus23629v2rpkm1.06
Throt20351	Locus23629v3rpkm0.62	Locus23629v3rpkm0.62
Throt20352	Locus23629v4rpkm0.00_PRE	Locus23629v4rpkm0.00_PRE
Throt20353	Locus23630v1rpkm1.45	Locus23630v1rpkm1.45
Throt20354	Locus23631v1rpkm1.45	Locus23631v1rpkm1.45
Throt20355	Locus23632v2rpkm1.24	Locus23632v2rpkm1.24
Throt20356	Locus23633v1rpkm1.45	Locus23633v1rpkm1.45
Throt20357	Locus23634v1rpkm1.45	Locus23634v1rpkm1.45
Throt20358	Locus23635v1rpkm1.45	Locus23635v1rpkm1.45
Throt20359	Locus23635v2rpkm1.07	Locus23635v2rpkm1.07
Throt20360	Locus23635v3rpkm0.99	Locus23635v3rpkm0.99
Throt20361	Locus23635v4rpkm0.79	Locus23635v4rpkm0.79
Throt20362	Locus23636v1rpkm1.45	Locus23636v1rpkm1.45
Throt20363	Locus23637v1rpkm1.45	Locus23637v1rpkm1.45
Throt20364	Locus23638v1rpkm1.45	Locus23638v1rpkm1.45
Throt20365	Locus23638v2rpkm1.28	Locus23638v2rpkm1.28
Throt20366	Locus23639v1rpkm1.45	Locus23639v1rpkm1.45
Throt20367	Locus23640v1rpkm1.45	Locus23640v1rpkm1.45
Throt20368	Locus23641v1rpkm1.45	Locus23641v1rpkm1.45
Throt20369	Locus23642v1rpkm1.45	Locus23642v1rpkm1.45
Throt20370	Locus23643v1rpkm1.45	Locus23643v1rpkm1.45
Throt20371	Locus23644v1rpkm1.45	Locus23644v1rpkm1.45
Throt20372	Locus23645v1rpkm1.45	Locus23645v1rpkm1.45
Throt20373	Locus23646v1rpkm1.45	Locus23646v1rpkm1.45
Throt20374	Locus23647v1rpkm1.45	Locus23647v1rpkm1.45
Throt20375	Locus69661v1rpkm0.00	Locus69661v1rpkm0.00
Throt20376	Locus69662v1rpkm0.00	Locus69662v1rpkm0.00
Throt20377	Locus69666v1rpkm0.00	Locus69666v1rpkm0.00
Throt20378	Locus69668v1rpkm0.00	Locus69668v1rpkm0.00
Throt20379	Locus69670v1rpkm0.00	Locus69670v1rpkm0.00
Throt20380	Locus69671v1rpkm0.00	Locus69671v1rpkm0.00
Throt20381	Locus69672v1rpkm0.00	Locus69672v1rpkm0.00
Throt20382	Locus69676v1rpkm0.00	Locus69676v1rpkm0.00
Throt20383	Locus69677v1rpkm0.00	Locus69677v1rpkm0.00
Throt20384	Locus69678v1rpkm0.00	Locus69678v1rpkm0.00
Throt20385	Locus69679v1rpkm0.00	Locus69679v1rpkm0.00
Throt20386	Locus69680v1rpkm0.00	Locus69680v1rpkm0.00
Throt20387	Locus69681v1rpkm0.00	Locus69681v1rpkm0.00
Throt20388	Locus69682v1rpkm0.00	Locus69682v1rpkm0.00
Throt20389	Locus69683v1rpkm0.00	Locus69683v1rpkm0.00
Throt20390	Locus69684v1rpkm0.00	Locus69684v1rpkm0.00
Throt20391	Locus69685v1rpkm0.00	Locus69685v1rpkm0.00
Throt20392	Locus69686v1rpkm0.00	Locus69686v1rpkm0.00
Throt20393	Locus69691v1rpkm0.00	Locus69691v1rpkm0.00
Throt20394	Locus69693v1rpkm0.00	Locus69693v1rpkm0.00
Throt20395	Locus69694v1rpkm0.00	Locus69694v1rpkm0.00
Throt20396	Locus69695v1rpkm0.00	Locus69695v1rpkm0.00
Throt20397	Locus69697v1rpkm0.00	Locus69697v1rpkm0.00
Throt20398	Locus69699v1rpkm0.00	Locus69699v1rpkm0.00
Throt20399	Locus69700v1rpkm0.00	Locus69700v1rpkm0.00
Throt20400	Locus69702v1rpkm0.00	Locus69702v1rpkm0.00
Throt20401	Locus69704v1rpkm0.00	Locus69704v1rpkm0.00
Throt20402	Locus69707v1rpkm0.00	Locus69707v1rpkm0.00
Throt20403	Locus69708v1rpkm0.00	Locus69708v1rpkm0.00
Throt20404	Locus69709v1rpkm0.00	Locus69709v1rpkm0.00
Throt20405	Locus69710v1rpkm0.00	Locus69710v1rpkm0.00
Throt20406	Locus69712v1rpkm0.00	Locus69712v1rpkm0.00
Throt20407	Locus69715v1rpkm0.00	Locus69715v1rpkm0.00
Throt20408	Locus69716v1rpkm0.00	Locus69716v1rpkm0.00
Throt20409	Locus69717v1rpkm0.00	Locus69717v1rpkm0.00
Throt20410	Locus69719v1rpkm0.00	Locus69719v1rpkm0.00
Throt20411	Locus69722v1rpkm0.00	Locus69722v1rpkm0.00
Throt20412	Locus69724v1rpkm0.00	Locus69724v1rpkm0.00
Throt20413	Locus69726v1rpkm0.00	Locus69726v1rpkm0.00
Throt20414	Locus69730v1rpkm0.00	Locus69730v1rpkm0.00
Throt20415	Locus69732v1rpkm0.00	Locus69732v1rpkm0.00
Throt20416	Locus69734v1rpkm0.00	Locus69734v1rpkm0.00
Throt20417	Locus69735v1rpkm0.00	Locus69735v1rpkm0.00
Throt20418	Locus69737v1rpkm0.00	Locus69737v1rpkm0.00
Throt20419	Locus69738v1rpkm0.00	Locus69738v1rpkm0.00
Throt20420	Locus69745v1rpkm0.00	Locus69745v1rpkm0.00
Throt20421	Locus69747v1rpkm0.00	Locus69747v1rpkm0.00
Throt20422	Locus69749v1rpkm0.00	Locus69749v1rpkm0.00
Throt20423	Locus69750v1rpkm0.00	Locus69750v1rpkm0.00
Throt20424	Locus69753v1rpkm0.00	Locus69753v1rpkm0.00
Throt20425	Locus69754v1rpkm0.00	Locus69754v1rpkm0.00
Throt20426	Locus69755v1rpkm0.00	Locus69755v1rpkm0.00
Throt20427	Locus69760v1rpkm0.00	Locus69760v1rpkm0.00
Throt20428	Locus69764v1rpkm0.00	Locus69764v1rpkm0.00
Throt20429	Locus69765v1rpkm0.00	Locus69765v1rpkm0.00
Throt20430	Locus69771v1rpkm0.00	Locus69771v1rpkm0.00
Throt20431	Locus69773v1rpkm0.00	Locus69773v1rpkm0.00
Throt20432	Locus69775v1rpkm0.00	Locus69775v1rpkm0.00
Throt20433	Locus69777v1rpkm0.00	Locus69777v1rpkm0.00
Throt20434	Locus69779v1rpkm0.00	Locus69779v1rpkm0.00
Throt20435	Locus69784v1rpkm0.00	Locus69784v1rpkm0.00
Throt20436	Locus69785v1rpkm0.00	Locus69785v1rpkm0.00
Throt20437	Locus69787v1rpkm0.00	Locus69787v1rpkm0.00
Throt20438	Locus69792v1rpkm0.00	Locus69792v1rpkm0.00
Throt20439	Locus69795v1rpkm0.00	Locus69795v1rpkm0.00
Throt20440	Locus69800v1rpkm0.00	Locus69800v1rpkm0.00
Throt20441	Locus69801v1rpkm0.00	Locus69801v1rpkm0.00
Throt20442	Locus69803v1rpkm0.00	Locus69803v1rpkm0.00
Throt20443	Locus69804v1rpkm0.00	Locus69804v1rpkm0.00
Throt20444	Locus69805v1rpkm0.00	Locus69805v1rpkm0.00
Throt20445	Locus69806v1rpkm0.00	Locus69806v1rpkm0.00
Throt20446	Locus69809v1rpkm0.00	Locus69809v1rpkm0.00
Throt20447	Locus69812v1rpkm0.00	Locus69812v1rpkm0.00
Throt20448	Locus69814v1rpkm0.00	Locus69814v1rpkm0.00
Throt20449	Locus69816v1rpkm0.00	Locus69816v1rpkm0.00
Throt20450	Locus69821v1rpkm0.00	Locus69821v1rpkm0.00
Throt20451	Locus69823v1rpkm0.00	Locus69823v1rpkm0.00
Throt20452	Locus69824v1rpkm0.00	Locus69824v1rpkm0.00
Throt20453	Locus69825v1rpkm0.00	Locus69825v1rpkm0.00
Throt20454	Locus69826v1rpkm0.00	Locus69826v1rpkm0.00
Throt20455	Locus69827v1rpkm0.00	Locus69827v1rpkm0.00
Throt20456	Locus69829v1rpkm0.00	Locus69829v1rpkm0.00
Throt20457	Locus69830v1rpkm0.00	Locus69830v1rpkm0.00
Throt20458	Locus69831v1rpkm0.00	Locus69831v1rpkm0.00
Throt20459	Locus69832v1rpkm0.00	Locus69832v1rpkm0.00
Throt20460	Locus69834v1rpkm0.00	Locus69834v1rpkm0.00
Throt20461	Locus69838v1rpkm0.00	Locus69838v1rpkm0.00
Throt20462	Locus69840v1rpkm0.00	Locus69840v1rpkm0.00
Throt20463	Locus69841v1rpkm0.00	Locus69841v1rpkm0.00
Throt20464	Locus69842v1rpkm0.00	Locus69842v1rpkm0.00
Throt20465	Locus69846v1rpkm0.00	Locus69846v1rpkm0.00
Throt20466	Locus69847v1rpkm0.00	Locus69847v1rpkm0.00
Throt20467	Locus69848v1rpkm0.00	Locus69848v1rpkm0.00
Throt20468	Locus69849v1rpkm0.00	Locus69849v1rpkm0.00
Throt20469	Locus69852v1rpkm0.00	Locus69852v1rpkm0.00
Throt20470	Locus69855v1rpkm0.00	Locus69855v1rpkm0.00
Throt20471	Locus69857v1rpkm0.00	Locus69857v1rpkm0.00
Throt20472	Locus69858v1rpkm0.00	Locus69858v1rpkm0.00
Throt20473	Locus69859v1rpkm0.00	Locus69859v1rpkm0.00
Throt20474	Locus69860v1rpkm0.00	Locus69860v1rpkm0.00
Throt20475	Locus69862v1rpkm0.00	Locus69862v1rpkm0.00
Throt20476	Locus69865v1rpkm0.00	Locus69865v1rpkm0.00
Throt20477	Locus69868v1rpkm0.00	Locus69868v1rpkm0.00
Throt20478	Locus69869v1rpkm0.00	Locus69869v1rpkm0.00
Throt20479	Locus69872v1rpkm0.00	Locus69872v1rpkm0.00
Throt20480	Locus69874v1rpkm0.00	Locus69874v1rpkm0.00
Throt20481	Locus69875v1rpkm0.00	Locus69875v1rpkm0.00
Throt20482	Locus69877v1rpkm0.00	Locus69877v1rpkm0.00
Throt20483	Locus69880v1rpkm0.00	Locus69880v1rpkm0.00
Throt20484	Locus69881v1rpkm0.00	Locus69881v1rpkm0.00
Throt20485	Locus69882v1rpkm0.00	Locus69882v1rpkm0.00
Throt20486	Locus69884v1rpkm0.00	Locus69884v1rpkm0.00
Throt20487	Locus69886v1rpkm0.00	Locus69886v1rpkm0.00
Throt20488	Locus69892v1rpkm0.00	Locus69892v1rpkm0.00
Throt20489	Locus69894v1rpkm0.00	Locus69894v1rpkm0.00
Throt20490	Locus69895v1rpkm0.00	Locus69895v1rpkm0.00
Throt20491	Locus69896v1rpkm0.00	Locus69896v1rpkm0.00
Throt20492	Locus69898v1rpkm0.00	Locus69898v1rpkm0.00
Throt20493	Locus69900v1rpkm0.00	Locus69900v1rpkm0.00
Throt20494	Locus69901v1rpkm0.00	Locus69901v1rpkm0.00
Throt20495	Locus69903v1rpkm0.00	Locus69903v1rpkm0.00
Throt20496	Locus69906v1rpkm0.00	Locus69906v1rpkm0.00
Throt20497	Locus69907v1rpkm0.00	Locus69907v1rpkm0.00
Throt20498	Locus69909v1rpkm0.00	Locus69909v1rpkm0.00
Throt20499	Locus69910v1rpkm0.00	Locus69910v1rpkm0.00
Throt20500	Locus69911v1rpkm0.00	Locus69911v1rpkm0.00
Throt20501	Locus69914v1rpkm0.00	Locus69914v1rpkm0.00
Throt20502	Locus69915v1rpkm0.00	Locus69915v1rpkm0.00
Throt20503	Locus69916v1rpkm0.00	Locus69916v1rpkm0.00
Throt20504	Locus69917v1rpkm0.00	Locus69917v1rpkm0.00
Throt20505	Locus69918v1rpkm0.00	Locus69918v1rpkm0.00
Throt20506	Locus69919v1rpkm0.00	Locus69919v1rpkm0.00
Throt20507	Locus69921v1rpkm0.00	Locus69921v1rpkm0.00
Throt20508	Locus69926v2rpkm0.00	Locus69926v2rpkm0.00
Throt20509	Locus69928v1rpkm0.00	Locus69928v1rpkm0.00
Throt20510	Locus69929v1rpkm0.00	Locus69929v1rpkm0.00
Throt20511	Locus69930v1rpkm0.00	Locus69930v1rpkm0.00
Throt20512	Locus69933v1rpkm0.00	Locus69933v1rpkm0.00
Throt20513	Locus69935v1rpkm0.00	Locus69935v1rpkm0.00
Throt20514	Locus69941v1rpkm0.00	Locus69941v1rpkm0.00
Throt20515	Locus69943v1rpkm0.00	Locus69943v1rpkm0.00
Throt20516	Locus69944v1rpkm0.00	Locus69944v1rpkm0.00
Throt20517	Locus69945v1rpkm0.00	Locus69945v1rpkm0.00
Throt20518	Locus69947v1rpkm0.00	Locus69947v1rpkm0.00
Throt20519	Locus69948v1rpkm0.00	Locus69948v1rpkm0.00
Throt20520	Locus69949v1rpkm0.00	Locus69949v1rpkm0.00
Throt20521	Locus69950v1rpkm0.00	Locus69950v1rpkm0.00
Throt20522	Locus69952v1rpkm0.00	Locus69952v1rpkm0.00
Throt20523	Locus69954v1rpkm0.00	Locus69954v1rpkm0.00
Throt20524	Locus69956v1rpkm0.00	Locus69956v1rpkm0.00
Throt20525	Locus69957v1rpkm0.00	Locus69957v1rpkm0.00
Throt20526	Locus69960v1rpkm0.00	Locus69960v1rpkm0.00
Throt20527	Locus69961v1rpkm0.00	Locus69961v1rpkm0.00
Throt20528	Locus69963v1rpkm0.00	Locus69963v1rpkm0.00
Throt20529	Locus69964v1rpkm0.00	Locus69964v1rpkm0.00
Throt20530	Locus69970v1rpkm0.00	Locus69970v1rpkm0.00
Throt20531	Locus69973v1rpkm0.00	Locus69973v1rpkm0.00
Throt20532	Locus69974v1rpkm0.00	Locus69974v1rpkm0.00
Throt20533	Locus69975v1rpkm0.00	Locus69975v1rpkm0.00
Throt20534	Locus69976v1rpkm0.00	Locus69976v1rpkm0.00
Throt20535	Locus69977v1rpkm0.00	Locus69977v1rpkm0.00
Throt20536	Locus69980v1rpkm0.00	Locus69980v1rpkm0.00
Throt20537	Locus69981v1rpkm0.00	Locus69981v1rpkm0.00
Throt20538	Locus69984v1rpkm0.00	Locus69984v1rpkm0.00
Throt20539	Locus69985v1rpkm0.00	Locus69985v1rpkm0.00
Throt20540	Locus69986v1rpkm0.00	Locus69986v1rpkm0.00
Throt20541	Locus69988v1rpkm0.00	Locus69988v1rpkm0.00
Throt20542	Locus69990v1rpkm0.00	Locus69990v1rpkm0.00
Throt20543	Locus69991v1rpkm0.00	Locus69991v1rpkm0.00
Throt20544	Locus69993v1rpkm0.00	Locus69993v1rpkm0.00
Throt20545	Locus69997v1rpkm0.00	Locus69997v1rpkm0.00
Throt20546	Locus69998v1rpkm0.00	Locus69998v1rpkm0.00
Throt20547	Locus70001v1rpkm0.00	Locus70001v1rpkm0.00
Throt20548	Locus70002v1rpkm0.00	Locus70002v1rpkm0.00
Throt20549	Locus70004v1rpkm0.00	Locus70004v1rpkm0.00
Throt20550	Locus70005v1rpkm0.00	Locus70005v1rpkm0.00
Throt20551	Locus70006v1rpkm0.00	Locus70006v1rpkm0.00
Throt20552	Locus70007v1rpkm0.00	Locus70007v1rpkm0.00
Throt20553	Locus70010v1rpkm0.00	Locus70010v1rpkm0.00
Throt20554	Locus70013v1rpkm0.00	Locus70013v1rpkm0.00
Throt20555	Locus70015v1rpkm0.00	Locus70015v1rpkm0.00
Throt20556	Locus70017v1rpkm0.00	Locus70017v1rpkm0.00
Throt20557	Locus70020v1rpkm0.00	Locus70020v1rpkm0.00
Throt20558	Locus70022v1rpkm0.00	Locus70022v1rpkm0.00
Throt20559	Locus70023v1rpkm0.00	Locus70023v1rpkm0.00
Throt20560	Locus70025v1rpkm0.00	Locus70025v1rpkm0.00
Throt20561	Locus70026v1rpkm0.00	Locus70026v1rpkm0.00
Throt20562	Locus70028v1rpkm0.00	Locus70028v1rpkm0.00
Throt20563	Locus70029v1rpkm0.00	Locus70029v1rpkm0.00
Throt20564	Locus70032v1rpkm0.00	Locus70032v1rpkm0.00
Throt20565	Locus70034v1rpkm0.00	Locus70034v1rpkm0.00
Throt20566	Locus70039v1rpkm0.00	Locus70039v1rpkm0.00
Throt20567	Locus70040v1rpkm0.00	Locus70040v1rpkm0.00
Throt20568	Locus70041v1rpkm0.00	Locus70041v1rpkm0.00
Throt20569	Locus70045v1rpkm0.00	Locus70045v1rpkm0.00
Throt20570	Locus70047v1rpkm0.00	Locus70047v1rpkm0.00
Throt20571	Locus70049v1rpkm0.00	Locus70049v1rpkm0.00
Throt20572	Locus70055v1rpkm0.00	Locus70055v1rpkm0.00
Throt20573	Locus70058v1rpkm0.00	Locus70058v1rpkm0.00
Throt20574	Locus70059v1rpkm0.00	Locus70059v1rpkm0.00
Throt20575	Locus70061v1rpkm0.00	Locus70061v1rpkm0.00
Throt20576	Locus70062v1rpkm0.00	Locus70062v1rpkm0.00
Throt20577	Locus70063v1rpkm0.00	Locus70063v1rpkm0.00
Throt20578	Locus70064v1rpkm0.00	Locus70064v1rpkm0.00
Throt20579	Locus70065v1rpkm0.00	Locus70065v1rpkm0.00
