gID	Old Seq Name	Description
Throt1	Locus1v1rpkm115352.03	Locus1v1rpkm115352.03
Throt2	Locus2v1rpkm112634.34	Locus2v1rpkm112634.34
Throt3	Locus3v1rpkm108756.44	Locus3v1rpkm108756.44
Throt4	Locus4v1rpkm95958.08	Locus4v1rpkm95958.08
Throt5	Locus5v1rpkm84149.15	Locus5v1rpkm84149.15
Throt6	Locus6v1rpkm76032.33	Locus6v1rpkm76032.33
Throt7	Locus7v1rpkm60963.53	Locus7v1rpkm60963.53
Throt8	Locus8v1rpkm56725.10	Locus8v1rpkm56725.10
Throt9	Locus9v1rpkm53763.09	Locus9v1rpkm53763.09
Throt10	Locus10v1rpkm53276.45	Locus10v1rpkm53276.45
Throt11	Locus11v1rpkm51463.43	Locus11v1rpkm51463.43
Throt12	Locus12v1rpkm51081.18	Locus12v1rpkm51081.18
Throt13	Locus13v1rpkm48923.71	Locus13v1rpkm48923.71
Throt14	Locus14v1rpkm48785.61	Locus14v1rpkm48785.61
Throt15	Locus15v1rpkm44856.27	Locus15v1rpkm44856.27
Throt16	Locus16v1rpkm44790.87	Locus16v1rpkm44790.87
Throt17	Locus17v1rpkm42138.61	Locus17v1rpkm42138.61
Throt18	Locus18v1rpkm37345.18	Locus18v1rpkm37345.18
Throt19	Locus19v1rpkm31451.41	Locus19v1rpkm31451.41
Throt20	Locus20v1rpkm28892.32	Locus20v1rpkm28892.32
Throt21	Locus21v1rpkm28247.33	Locus21v1rpkm28247.33
Throt22	Locus22v1rpkm27373.66	Locus22v1rpkm27373.66
Throt23	Locus23v1rpkm26062.08	Locus23v1rpkm26062.08
Throt24	Locus24v1rpkm25180.99	Locus24v1rpkm25180.99
Throt25	Locus24v2rpkm3861.54	Locus24v2rpkm3861.54
Throt26	Locus25v1rpkm23611.46	Locus25v1rpkm23611.46
Throt27	Locus26v1rpkm20631.20	Locus26v1rpkm20631.20
Throt28	Locus27v1rpkm18945.22	Locus27v1rpkm18945.22
Throt29	Locus28v1rpkm18657.44	Locus28v1rpkm18657.44
Throt30	Locus30v1rpkm18286.42	Locus30v1rpkm18286.42
Throt31	Locus31v1rpkm17975.51	Locus31v1rpkm17975.51
Throt32	Locus32v1rpkm17357.92	Locus32v1rpkm17357.92
Throt33	Locus33v1rpkm16733.49	Locus33v1rpkm16733.49
Throt34	Locus35v1rpkm16315.01	Locus35v1rpkm16315.01
Throt35	Locus36v1rpkm16303.98	Locus36v1rpkm16303.98
Throt36	Locus37v1rpkm15364.81	Locus37v1rpkm15364.81
Throt37	Locus38v1rpkm15006.72	Locus38v1rpkm15006.72
Throt38	Locus40v1rpkm12507.30	Locus40v1rpkm12507.30
Throt39	Locus41v1rpkm12402.11	Locus41v1rpkm12402.11
Throt40	Locus42v1rpkm12294.18	Locus42v1rpkm12294.18
Throt41	Locus43v1rpkm12082.04	Locus43v1rpkm12082.04
Throt42	Locus44v1rpkm10070.20	Locus44v1rpkm10070.20
Throt43	Locus45v1rpkm9372.14	Locus45v1rpkm9372.14
Throt44	Locus47v1rpkm9312.56	Locus47v1rpkm9312.56
Throt45	Locus48v1rpkm9133.36	Locus48v1rpkm9133.36
Throt46	Locus49v1rpkm8503.41	Locus49v1rpkm8503.41
Throt47	Locus50v1rpkm8299.91	Locus50v1rpkm8299.91
Throt48	Locus51v1rpkm7534.19	Locus51v1rpkm7534.19
Throt49	Locus52v1rpkm7321.10	Locus52v1rpkm7321.10
Throt50	Locus53v1rpkm7311.93	Locus53v1rpkm7311.93
Throt51	Locus54v1rpkm6742.20	Locus54v1rpkm6742.20
Throt52	Locus55v1rpkm6637.43	Locus55v1rpkm6637.43
Throt53	Locus56v1rpkm6412.80	Locus56v1rpkm6412.80
Throt54	Locus57v1rpkm6206.20	Locus57v1rpkm6206.20
Throt55	Locus58v1rpkm6037.62	Locus58v1rpkm6037.62
Throt56	Locus59v1rpkm5990.42	Locus59v1rpkm5990.42
Throt57	Locus60v1rpkm5900.59	Locus60v1rpkm5900.59
Throt58	Locus61v1rpkm5769.75	Locus61v1rpkm5769.75
Throt59	Locus62v1rpkm5254.24	Locus62v1rpkm5254.24
Throt60	Locus63v1rpkm5092.77	Locus63v1rpkm5092.77
Throt61	Locus64v1rpkm5040.30	Locus64v1rpkm5040.30
Throt62	Locus65v1rpkm4824.18	Locus65v1rpkm4824.18
Throt63	Locus66v1rpkm4791.45	Locus66v1rpkm4791.45
Throt64	Locus67v1rpkm4703.64	Locus67v1rpkm4703.64
Throt65	Locus68v1rpkm4688.68	Locus68v1rpkm4688.68
Throt66	Locus69v1rpkm4602.17	Locus69v1rpkm4602.17
Throt67	Locus70v1rpkm4389.49	Locus70v1rpkm4389.49
Throt68	Locus70v2rpkm2044.51	Locus70v2rpkm2044.51
Throt69	Locus71v1rpkm4375.18	Locus71v1rpkm4375.18
Throt70	Locus72v1rpkm4209.72	Locus72v1rpkm4209.72
Throt71	Locus73v1rpkm4042.24	Locus73v1rpkm4042.24
Throt72	Locus74v1rpkm3939.89	Locus74v1rpkm3939.89
Throt73	Locus75v1rpkm3893.06	Locus75v1rpkm3893.06
Throt74	Locus76v1rpkm3854.19	Locus76v1rpkm3854.19
Throt75	Locus78v1rpkm3719.77	Locus78v1rpkm3719.77
Throt76	Locus79v1rpkm3684.73	Locus79v1rpkm3684.73
Throt77	Locus80v1rpkm3436.84	Locus80v1rpkm3436.84
Throt78	Locus81v1rpkm3357.96	Locus81v1rpkm3357.96
Throt79	Locus82v1rpkm3307.88	Locus82v1rpkm3307.88
Throt80	Locus83v1rpkm3255.78	Locus83v1rpkm3255.78
Throt81	Locus84v1rpkm3002.47	Locus84v1rpkm3002.47
Throt82	Locus84v2rpkm2.62_PRE	Locus84v2rpkm2.62_PRE
Throt83	Locus85v1rpkm2989.67	Locus85v1rpkm2989.67
Throt84	Locus86v1rpkm2900.06	Locus86v1rpkm2900.06
Throt85	Locus87v1rpkm2879.27	Locus87v1rpkm2879.27
Throt86	Locus88v1rpkm2874.68	Locus88v1rpkm2874.68
Throt87	Locus89v1rpkm2741.48	Locus89v1rpkm2741.48
Throt88	Locus90v1rpkm2739.32	Locus90v1rpkm2739.32
Throt89	Locus91v1rpkm2724.18	Locus91v1rpkm2724.18
Throt90	Locus92v1rpkm2517.42	Locus92v1rpkm2517.42
Throt91	Locus93v1rpkm2404.72	Locus93v1rpkm2404.72
Throt92	Locus94v1rpkm2389.23	Locus94v1rpkm2389.23
Throt93	Locus95v1rpkm2368.15	Locus95v1rpkm2368.15
Throt94	Locus96v1rpkm2338.53	Locus96v1rpkm2338.53
Throt95	Locus97v1rpkm2282.80	Locus97v1rpkm2282.80
Throt96	Locus98v1rpkm2186.10	Locus98v1rpkm2186.10
Throt97	Locus99v1rpkm2142.79	Locus99v1rpkm2142.79
Throt98	Locus100v1rpkm2056.50	Locus100v1rpkm2056.50
Throt99	Locus101v1rpkm1995.61	Locus101v1rpkm1995.61
Throt100	Locus102v1rpkm1992.92	Locus102v1rpkm1992.92
Throt101	Locus103v1rpkm1977.09	Locus103v1rpkm1977.09
Throt102	Locus104v1rpkm1964.93	Locus104v1rpkm1964.93
Throt103	Locus105v1rpkm1962.55	Locus105v1rpkm1962.55
Throt104	Locus106v1rpkm1875.81	Locus106v1rpkm1875.81
Throt105	Locus108v1rpkm1775.18	Locus108v1rpkm1775.18
Throt106	Locus109v1rpkm1755.94	Locus109v1rpkm1755.94
Throt107	Locus110v1rpkm1754.02	Locus110v1rpkm1754.02
Throt108	Locus111v1rpkm1737.59	Locus111v1rpkm1737.59
Throt109	Locus112v1rpkm1717.27	Locus112v1rpkm1717.27
Throt110	Locus113v1rpkm1596.71	Locus113v1rpkm1596.71
Throt111	Locus114v1rpkm1575.01	Locus114v1rpkm1575.01
Throt112	Locus115v1rpkm1541.56	Locus115v1rpkm1541.56
Throt113	Locus116v1rpkm1515.78	Locus116v1rpkm1515.78
Throt114	Locus117v1rpkm1413.45	Locus117v1rpkm1413.45
Throt115	Locus118v1rpkm1384.99	Locus118v1rpkm1384.99
Throt116	Locus118v2rpkm233.07	Locus118v2rpkm233.07
Throt117	Locus118v3rpkm138.83	Locus118v3rpkm138.83
Throt118	Locus118v4rpkm66.01_PRE	Locus118v4rpkm66.01_PRE
Throt119	Locus118v5rpkm15.18_PRE	Locus118v5rpkm15.18_PRE
Throt120	Locus118v6rpkm3.70_PRE	Locus118v6rpkm3.70_PRE
Throt121	Locus118v7rpkm1.81_PRE	Locus118v7rpkm1.81_PRE
Throt122	Locus119v1rpkm1305.56	Locus119v1rpkm1305.56
Throt123	Locus120v1rpkm1287.00	Locus120v1rpkm1287.00
Throt124	Locus121v1rpkm1261.50	Locus121v1rpkm1261.50
Throt125	Locus122v1rpkm1256.79	Locus122v1rpkm1256.79
Throt126	Locus123v1rpkm1246.59	Locus123v1rpkm1246.59
Throt127	Locus125v1rpkm1175.78	Locus125v1rpkm1175.78
Throt128	Locus125v2rpkm449.64	Locus125v2rpkm449.64
Throt129	Locus126v1rpkm1162.91	Locus126v1rpkm1162.91
Throt130	Locus127v1rpkm1119.50	Locus127v1rpkm1119.50
Throt131	Locus128v1rpkm1119.34	Locus128v1rpkm1119.34
Throt132	Locus129v1rpkm1112.67	Locus129v1rpkm1112.67
Throt133	Locus130v1rpkm1089.08	Locus130v1rpkm1089.08
Throt134	Locus131v1rpkm1059.61	Locus131v1rpkm1059.61
Throt135	Locus132v1rpkm1045.25	Locus132v1rpkm1045.25
Throt136	Locus133v1rpkm986.93	Locus133v1rpkm986.93
Throt137	Locus134v1rpkm981.24	Locus134v1rpkm981.24
Throt138	Locus135v1rpkm980.86	Locus135v1rpkm980.86
Throt139	Locus136v1rpkm975.21	Locus136v1rpkm975.21
Throt140	Locus137v1rpkm970.24	Locus137v1rpkm970.24
Throt141	Locus138v1rpkm943.70	Locus138v1rpkm943.70
Throt142	Locus139v1rpkm926.87	Locus139v1rpkm926.87
Throt143	Locus140v1rpkm916.17	Locus140v1rpkm916.17
Throt144	Locus141v1rpkm903.14	Locus141v1rpkm903.14
Throt145	Locus142v1rpkm880.66	Locus142v1rpkm880.66
Throt146	Locus143v1rpkm869.39	Locus143v1rpkm869.39
Throt147	Locus144v1rpkm854.84	Locus144v1rpkm854.84
Throt148	Locus145v1rpkm826.28	Locus145v1rpkm826.28
Throt149	Locus146v1rpkm822.95	Locus146v1rpkm822.95
Throt150	Locus147v1rpkm815.47	Locus147v1rpkm815.47
Throt151	Locus148v1rpkm800.77	Locus148v1rpkm800.77
Throt152	Locus149v1rpkm779.28	Locus149v1rpkm779.28
Throt153	Locus150v1rpkm778.03	Locus150v1rpkm778.03
Throt154	Locus151v1rpkm774.31	Locus151v1rpkm774.31
Throt155	Locus152v1rpkm766.81	Locus152v1rpkm766.81
Throt156	Locus153v1rpkm734.60	Locus153v1rpkm734.60
Throt157	Locus155v1rpkm719.66	Locus155v1rpkm719.66
Throt158	Locus156v1rpkm712.64	Locus156v1rpkm712.64
Throt159	Locus157v1rpkm712.18	Locus157v1rpkm712.18
Throt160	Locus158v1rpkm707.50	Locus158v1rpkm707.50
Throt161	Locus159v1rpkm700.05	Locus159v1rpkm700.05
Throt162	Locus160v1rpkm699.36	Locus160v1rpkm699.36
Throt163	Locus161v1rpkm698.08	Locus161v1rpkm698.08
Throt164	Locus162v1rpkm692.58	Locus162v1rpkm692.58
Throt165	Locus163v1rpkm679.47	Locus163v1rpkm679.47
Throt166	Locus164v1rpkm674.37	Locus164v1rpkm674.37
Throt167	Locus165v1rpkm671.31	Locus165v1rpkm671.31
Throt168	Locus166v1rpkm667.19	Locus166v1rpkm667.19
Throt169	Locus167v1rpkm662.16	Locus167v1rpkm662.16
Throt170	Locus168v1rpkm659.52	Locus168v1rpkm659.52
Throt171	Locus169v1rpkm655.27	Locus169v1rpkm655.27
Throt172	Locus170v1rpkm649.86	Locus170v1rpkm649.86
Throt173	Locus171v1rpkm648.44	Locus171v1rpkm648.44
Throt174	Locus172v1rpkm646.43	Locus172v1rpkm646.43
Throt175	Locus173v1rpkm645.21	Locus173v1rpkm645.21
Throt176	Locus174v1rpkm642.50	Locus174v1rpkm642.50
Throt177	Locus175v1rpkm637.05	Locus175v1rpkm637.05
Throt178	Locus176v1rpkm632.82	Locus176v1rpkm632.82
Throt179	Locus177v1rpkm631.13	Locus177v1rpkm631.13
Throt180	Locus179v1rpkm624.58	Locus179v1rpkm624.58
Throt181	Locus180v1rpkm622.63	Locus180v1rpkm622.63
Throt182	Locus181v1rpkm614.37	Locus181v1rpkm614.37
Throt183	Locus182v1rpkm611.96	Locus182v1rpkm611.96
Throt184	Locus183v1rpkm611.31	Locus183v1rpkm611.31
Throt185	Locus184v1rpkm609.68	Locus184v1rpkm609.68
Throt186	Locus185v1rpkm606.54	Locus185v1rpkm606.54
Throt187	Locus186v1rpkm595.97	Locus186v1rpkm595.97
Throt188	Locus187v1rpkm591.32	Locus187v1rpkm591.32
Throt189	Locus188v1rpkm581.61	Locus188v1rpkm581.61
Throt190	Locus189v1rpkm578.16	Locus189v1rpkm578.16
Throt191	Locus190v1rpkm577.62	Locus190v1rpkm577.62
Throt192	Locus191v1rpkm577.53	Locus191v1rpkm577.53
Throt193	Locus192v1rpkm572.40	Locus192v1rpkm572.40
Throt194	Locus193v1rpkm570.73	Locus193v1rpkm570.73
Throt195	Locus194v1rpkm560.82	Locus194v1rpkm560.82
Throt196	Locus195v1rpkm560.79	Locus195v1rpkm560.79
Throt197	Locus196v1rpkm547.85	Locus196v1rpkm547.85
Throt198	Locus196v2rpkm194.18	Locus196v2rpkm194.18
Throt199	Locus197v1rpkm545.31	Locus197v1rpkm545.31
Throt200	Locus198v1rpkm545.04	Locus198v1rpkm545.04
Throt201	Locus199v1rpkm543.20	Locus199v1rpkm543.20
Throt202	Locus201v1rpkm534.12	Locus201v1rpkm534.12
Throt203	Locus202v1rpkm533.84	Locus202v1rpkm533.84
Throt204	Locus203v1rpkm531.64	Locus203v1rpkm531.64
Throt205	Locus204v1rpkm526.88	Locus204v1rpkm526.88
Throt206	Locus205v1rpkm522.69	Locus205v1rpkm522.69
Throt207	Locus206v1rpkm514.99	Locus206v1rpkm514.99
Throt208	Locus206v2rpkm1.72_PRE	Locus206v2rpkm1.72_PRE
Throt209	Locus207v1rpkm514.21	Locus207v1rpkm514.21
Throt210	Locus208v1rpkm513.63	Locus208v1rpkm513.63
Throt211	Locus209v1rpkm512.41	Locus209v1rpkm512.41
Throt212	Locus210v1rpkm509.63	Locus210v1rpkm509.63
Throt213	Locus211v1rpkm507.40	Locus211v1rpkm507.40
Throt214	Locus212v1rpkm506.64	Locus212v1rpkm506.64
Throt215	Locus213v1rpkm505.76	Locus213v1rpkm505.76
Throt216	Locus213v2rpkm387.78	Locus213v2rpkm387.78
Throt217	Locus214v1rpkm504.51	Locus214v1rpkm504.51
Throt218	Locus215v1rpkm503.81	Locus215v1rpkm503.81
Throt219	Locus216v1rpkm503.80	Locus216v1rpkm503.80
Throt220	Locus216v2rpkm78.35	Locus216v2rpkm78.35
Throt221	Locus217v1rpkm501.43	Locus217v1rpkm501.43
Throt222	Locus218v1rpkm493.33	Locus218v1rpkm493.33
Throt223	Locus219v1rpkm490.77	Locus219v1rpkm490.77
Throt224	Locus220v1rpkm490.68	Locus220v1rpkm490.68
Throt225	Locus221v1rpkm490.67	Locus221v1rpkm490.67
Throt226	Locus222v1rpkm485.29	Locus222v1rpkm485.29
Throt227	Locus223v1rpkm480.36	Locus223v1rpkm480.36
Throt228	Locus224v1rpkm476.52	Locus224v1rpkm476.52
Throt229	Locus225v1rpkm476.07	Locus225v1rpkm476.07
Throt230	Locus226v1rpkm475.88	Locus226v1rpkm475.88
Throt231	Locus226v2rpkm51.55	Locus226v2rpkm51.55
Throt232	Locus227v1rpkm471.17	Locus227v1rpkm471.17
Throt233	Locus228v1rpkm471.12	Locus228v1rpkm471.12
Throt234	Locus229v1rpkm464.03	Locus229v1rpkm464.03
Throt235	Locus230v1rpkm463.36	Locus230v1rpkm463.36
Throt236	Locus231v1rpkm461.34	Locus231v1rpkm461.34
Throt237	Locus232v1rpkm460.22	Locus232v1rpkm460.22
Throt238	Locus233v1rpkm459.25	Locus233v1rpkm459.25
Throt239	Locus234v1rpkm458.98	Locus234v1rpkm458.98
Throt240	Locus235v1rpkm457.67	Locus235v1rpkm457.67
Throt241	Locus236v1rpkm455.65	Locus236v1rpkm455.65
Throt242	Locus237v2rpkm114.97	Locus237v2rpkm114.97
Throt243	Locus237v3rpkm75.95	Locus237v3rpkm75.95
Throt244	Locus237v4rpkm36.63_PRE	Locus237v4rpkm36.63_PRE
Throt245	Locus237v5rpkm31.79_PRE	Locus237v5rpkm31.79_PRE
Throt246	Locus237v6rpkm27.26_PRE	Locus237v6rpkm27.26_PRE
Throt247	Locus237v7rpkm16.00_PRE	Locus237v7rpkm16.00_PRE
Throt248	Locus237v9rpkm10.85_PRE	Locus237v9rpkm10.85_PRE
Throt249	Locus237v10rpkm0.81_PRE	Locus237v10rpkm0.81_PRE
Throt250	Locus237v11rpkm0.46_PRE	Locus237v11rpkm0.46_PRE
Throt251	Locus237v13rpkm0.00_PRE	Locus237v13rpkm0.00_PRE
Throt252	Locus238v1rpkm448.67	Locus238v1rpkm448.67
Throt253	Locus239v1rpkm447.84	Locus239v1rpkm447.84
Throt254	Locus240v1rpkm446.67	Locus240v1rpkm446.67
Throt255	Locus241v1rpkm445.43	Locus241v1rpkm445.43
Throt256	Locus243v1rpkm435.63	Locus243v1rpkm435.63
Throt257	Locus244v1rpkm434.49	Locus244v1rpkm434.49
Throt258	Locus245v1rpkm434.37	Locus245v1rpkm434.37
Throt259	Locus246v1rpkm432.92	Locus246v1rpkm432.92
Throt260	Locus247v1rpkm427.56	Locus247v1rpkm427.56
Throt261	Locus248v1rpkm426.30	Locus248v1rpkm426.30
Throt262	Locus249v1rpkm424.29	Locus249v1rpkm424.29
Throt263	Locus250v1rpkm421.54	Locus250v1rpkm421.54
Throt264	Locus251v1rpkm421.20	Locus251v1rpkm421.20
Throt265	Locus252v1rpkm420.27	Locus252v1rpkm420.27
Throt266	Locus253v1rpkm415.95	Locus253v1rpkm415.95
Throt267	Locus254v1rpkm414.32	Locus254v1rpkm414.32
Throt268	Locus255v1rpkm412.40	Locus255v1rpkm412.40
Throt269	Locus256v1rpkm412.13	Locus256v1rpkm412.13
Throt270	Locus257v1rpkm411.18	Locus257v1rpkm411.18
Throt271	Locus258v1rpkm410.88	Locus258v1rpkm410.88
Throt272	Locus259v1rpkm409.47	Locus259v1rpkm409.47
Throt273	Locus260v1rpkm408.85	Locus260v1rpkm408.85
Throt274	Locus261v1rpkm401.00	Locus261v1rpkm401.00
Throt275	Locus262v1rpkm398.24	Locus262v1rpkm398.24
Throt276	Locus263v1rpkm395.98	Locus263v1rpkm395.98
Throt277	Locus264v1rpkm395.25	Locus264v1rpkm395.25
Throt278	Locus265v1rpkm394.19	Locus265v1rpkm394.19
Throt279	Locus266v1rpkm390.52	Locus266v1rpkm390.52
Throt280	Locus267v1rpkm390.38	Locus267v1rpkm390.38
Throt281	Locus268v1rpkm385.60	Locus268v1rpkm385.60
Throt282	Locus269v1rpkm382.12	Locus269v1rpkm382.12
Throt283	Locus270v1rpkm381.38	Locus270v1rpkm381.38
Throt284	Locus271v1rpkm378.26	Locus271v1rpkm378.26
Throt285	Locus272v1rpkm375.50	Locus272v1rpkm375.50
Throt286	Locus273v1rpkm375.42	Locus273v1rpkm375.42
Throt287	Locus274v1rpkm375.09	Locus274v1rpkm375.09
Throt288	Locus275v1rpkm373.54	Locus275v1rpkm373.54
Throt289	Locus276v1rpkm373.01	Locus276v1rpkm373.01
Throt290	Locus277v1rpkm369.97	Locus277v1rpkm369.97
Throt291	Locus277v2rpkm47.27	Locus277v2rpkm47.27
Throt292	Locus278v1rpkm362.56	Locus278v1rpkm362.56
Throt293	Locus279v1rpkm362.18	Locus279v1rpkm362.18
Throt294	Locus280v1rpkm362.13	Locus280v1rpkm362.13
Throt295	Locus281v1rpkm361.60	Locus281v1rpkm361.60
Throt296	Locus281v3rpkm40.74	Locus281v3rpkm40.74
Throt297	Locus282v1rpkm358.26	Locus282v1rpkm358.26
Throt298	Locus283v1rpkm357.90	Locus283v1rpkm357.90
Throt299	Locus284v1rpkm357.03	Locus284v1rpkm357.03
Throt300	Locus285v1rpkm356.51	Locus285v1rpkm356.51
Throt301	Locus286v1rpkm353.95	Locus286v1rpkm353.95
Throt302	Locus287v1rpkm347.53	Locus287v1rpkm347.53
Throt303	Locus288v1rpkm347.47	Locus288v1rpkm347.47
Throt304	Locus289v1rpkm347.11	Locus289v1rpkm347.11
Throt305	Locus290v1rpkm346.23	Locus290v1rpkm346.23
Throt306	Locus291v1rpkm345.66	Locus291v1rpkm345.66
Throt307	Locus292v1rpkm345.51	Locus292v1rpkm345.51
Throt308	Locus293v1rpkm344.92	Locus293v1rpkm344.92
Throt309	Locus294v1rpkm344.86	Locus294v1rpkm344.86
Throt310	Locus295v1rpkm342.44	Locus295v1rpkm342.44
Throt311	Locus296v1rpkm342.34	Locus296v1rpkm342.34
Throt312	Locus297v1rpkm341.84	Locus297v1rpkm341.84
Throt313	Locus298v1rpkm341.29	Locus298v1rpkm341.29
Throt314	Locus299v1rpkm340.89	Locus299v1rpkm340.89
Throt315	Locus300v1rpkm340.50	Locus300v1rpkm340.50
Throt316	Locus301v1rpkm340.37	Locus301v1rpkm340.37
Throt317	Locus302v1rpkm339.79	Locus302v1rpkm339.79
Throt318	Locus303v1rpkm338.87	Locus303v1rpkm338.87
Throt319	Locus304v1rpkm337.11	Locus304v1rpkm337.11
Throt320	Locus305v1rpkm337.02	Locus305v1rpkm337.02
Throt321	Locus306v1rpkm335.14	Locus306v1rpkm335.14
Throt322	Locus307v1rpkm334.78	Locus307v1rpkm334.78
Throt323	Locus308v1rpkm330.69	Locus308v1rpkm330.69
Throt324	Locus309v1rpkm330.20	Locus309v1rpkm330.20
Throt325	Locus310v1rpkm329.50	Locus310v1rpkm329.50
Throt326	Locus311v1rpkm326.93	Locus311v1rpkm326.93
Throt327	Locus312v1rpkm326.49	Locus312v1rpkm326.49
Throt328	Locus313v1rpkm324.60	Locus313v1rpkm324.60
Throt329	Locus314v1rpkm319.97	Locus314v1rpkm319.97
Throt330	Locus315v1rpkm318.13	Locus315v1rpkm318.13
Throt331	Locus315v2rpkm51.07	Locus315v2rpkm51.07
Throt332	Locus316v1rpkm316.55	Locus316v1rpkm316.55
Throt333	Locus317v1rpkm315.12	Locus317v1rpkm315.12
Throt334	Locus318v1rpkm315.04	Locus318v1rpkm315.04
Throt335	Locus319v1rpkm315.00	Locus319v1rpkm315.00
Throt336	Locus320v1rpkm313.65	Locus320v1rpkm313.65
Throt337	Locus321v1rpkm313.37	Locus321v1rpkm313.37
Throt338	Locus322v1rpkm311.29	Locus322v1rpkm311.29
Throt339	Locus323v1rpkm310.98	Locus323v1rpkm310.98
Throt340	Locus324v1rpkm310.00	Locus324v1rpkm310.00
Throt341	Locus325v1rpkm307.96	Locus325v1rpkm307.96
Throt342	Locus326v1rpkm306.59	Locus326v1rpkm306.59
Throt343	Locus327v1rpkm305.42	Locus327v1rpkm305.42
Throt344	Locus328v1rpkm305.32	Locus328v1rpkm305.32
Throt345	Locus329v1rpkm304.32	Locus329v1rpkm304.32
Throt346	Locus330v1rpkm303.59	Locus330v1rpkm303.59
Throt347	Locus331v1rpkm302.48	Locus331v1rpkm302.48
Throt348	Locus332v1rpkm299.89	Locus332v1rpkm299.89
Throt349	Locus333v1rpkm297.07	Locus333v1rpkm297.07
Throt350	Locus334v1rpkm296.86	Locus334v1rpkm296.86
Throt351	Locus335v1rpkm293.78	Locus335v1rpkm293.78
Throt352	Locus336v1rpkm292.81	Locus336v1rpkm292.81
Throt353	Locus337v1rpkm292.34	Locus337v1rpkm292.34
Throt354	Locus338v1rpkm292.17	Locus338v1rpkm292.17
Throt355	Locus339v1rpkm292.12	Locus339v1rpkm292.12
Throt356	Locus340v1rpkm292.00	Locus340v1rpkm292.00
Throt357	Locus340v2rpkm168.82	Locus340v2rpkm168.82
Throt358	Locus340v3rpkm15.91_PRE	Locus340v3rpkm15.91_PRE
Throt359	Locus341v1rpkm290.79	Locus341v1rpkm290.79
Throt360	Locus342v1rpkm290.77	Locus342v1rpkm290.77
Throt361	Locus343v1rpkm290.09	Locus343v1rpkm290.09
Throt362	Locus344v1rpkm289.71	Locus344v1rpkm289.71
Throt363	Locus345v1rpkm289.63	Locus345v1rpkm289.63
Throt364	Locus346v1rpkm288.19	Locus346v1rpkm288.19
Throt365	Locus347v1rpkm287.30	Locus347v1rpkm287.30
Throt366	Locus348v1rpkm287.30	Locus348v1rpkm287.30
Throt367	Locus349v1rpkm285.97	Locus349v1rpkm285.97
Throt368	Locus350v1rpkm284.89	Locus350v1rpkm284.89
Throt369	Locus351v1rpkm284.78	Locus351v1rpkm284.78
Throt370	Locus352v1rpkm284.35	Locus352v1rpkm284.35
Throt371	Locus353v1rpkm283.09	Locus353v1rpkm283.09
Throt372	Locus354v1rpkm282.25	Locus354v1rpkm282.25
Throt373	Locus355v1rpkm281.98	Locus355v1rpkm281.98
Throt374	Locus356v1rpkm280.23	Locus356v1rpkm280.23
Throt375	Locus357v1rpkm279.58	Locus357v1rpkm279.58
Throt376	Locus358v1rpkm279.14	Locus358v1rpkm279.14
Throt377	Locus359v1rpkm278.70	Locus359v1rpkm278.70
Throt378	Locus360v1rpkm277.91	Locus360v1rpkm277.91
Throt379	Locus361v1rpkm277.77	Locus361v1rpkm277.77
Throt380	Locus362v1rpkm277.58	Locus362v1rpkm277.58
Throt381	Locus363v1rpkm276.02	Locus363v1rpkm276.02
Throt382	Locus364v1rpkm275.83	Locus364v1rpkm275.83
Throt383	Locus365v1rpkm275.26	Locus365v1rpkm275.26
Throt384	Locus366v1rpkm275.15	Locus366v1rpkm275.15
Throt385	Locus367v1rpkm274.93	Locus367v1rpkm274.93
Throt386	Locus368v1rpkm268.38	Locus368v1rpkm268.38
Throt387	Locus368v2rpkm9.96_PRE	Locus368v2rpkm9.96_PRE
Throt388	Locus369v1rpkm267.20	Locus369v1rpkm267.20
Throt389	Locus370v1rpkm267.15	Locus370v1rpkm267.15
Throt390	Locus371v1rpkm262.56	Locus371v1rpkm262.56
Throt391	Locus372v1rpkm262.46	Locus372v1rpkm262.46
Throt392	Locus373v1rpkm261.88	Locus373v1rpkm261.88
Throt393	Locus374v1rpkm261.09	Locus374v1rpkm261.09
Throt394	Locus375v1rpkm260.31	Locus375v1rpkm260.31
Throt395	Locus376v1rpkm259.97	Locus376v1rpkm259.97
Throt396	Locus377v1rpkm259.35	Locus377v1rpkm259.35
Throt397	Locus378v1rpkm258.89	Locus378v1rpkm258.89
Throt398	Locus379v1rpkm257.45	Locus379v1rpkm257.45
Throt399	Locus379v2rpkm59.07	Locus379v2rpkm59.07
Throt400	Locus380v1rpkm257.39	Locus380v1rpkm257.39
Throt401	Locus381v1rpkm256.59	Locus381v1rpkm256.59
Throt402	Locus382v1rpkm255.72	Locus382v1rpkm255.72
Throt403	Locus383v1rpkm255.32	Locus383v1rpkm255.32
Throt404	Locus384v1rpkm254.43	Locus384v1rpkm254.43
Throt405	Locus384v2rpkm1.22_PRE	Locus384v2rpkm1.22_PRE
Throt406	Locus385v1rpkm253.62	Locus385v1rpkm253.62
Throt407	Locus386v1rpkm253.57	Locus386v1rpkm253.57
Throt408	Locus387v1rpkm252.88	Locus387v1rpkm252.88
Throt409	Locus388v1rpkm252.17	Locus388v1rpkm252.17
Throt410	Locus389v1rpkm251.71	Locus389v1rpkm251.71
Throt411	Locus390v1rpkm248.22	Locus390v1rpkm248.22
Throt412	Locus390v2rpkm132.13	Locus390v2rpkm132.13
