geneID	S1	S2	S3	S4	S5	+N	-N	+P	-P	Control
Throt5190	0	3	0	0	0	0	0	0	0	0
Throt5197	0	0	0	1	0	0	0	0	1	0
Throt5196	0	2	0	1	0	0	0	0	1	0
Throt5195	2	2	0	0	0	1	0	0	0	0
Throt5194	4	11	4	0	2	2	0	0	0	0
Throt5199	2	2	1	2	1	1	0	0	0	1
Throt5198	0	7	0	0	0	1	1	0	0	0
Throt19257	0	2	1	1	0	0	0	1	0	2
Throt13392	0	11	1	2	1	3	2	2	0	0
Throt13218	0	2	2	0	1	1	1	0	0	1
Throt13219	14	18	5	0	1	3	2	0	2	1
Throt13212	0	10	6	2	12	5	2	1	6	6
Throt13213	40	9	7	0	0	0	1	1	0	7
Throt13210	3	0	0	0	1	0	0	0	1	0
Throt13211	2	0	0	0	1	1	0	0	0	0
Throt13216	302	502	377	184	367	150	216	201	127	182
Throt13217	402	950	724	118	157	440	349	347	141	303
Throt13214	401	960	714	116	157	450	356	351	147	312
Throt13215	3	3	4	0	0	1	2	3	3	0
Throt4828	0	0	0	0	0	0	0	0	0	0
Throt4829	1	4	1	0	0	0	0	0	0	0
Throt4824	26	8	8	4	2	0	0	0	0	1
Throt4825	4598	170	900	365	778	433	644	265	246	300
Throt4826	0	2	2	0	0	0	0	0	0	0
Throt4827	0	0	0	1	0	0	1	0	0	0
Throt4820	1	7	2	7	2	2	0	1	2	0
Throt4821	0	5	0	0	0	1	0	0	0	0
Throt4822	0	0	0	0	0	0	0	0	0	0
Throt4823	28	14	12	13	15	21	5	3	10	4
Throt600	17	1	0	0	0	4	0	0	2	0
Throt15913	0	1	1	0	0	0	0	0	0	0
Throt15912	2736	6241	4586	875	1063	2410	2134	2587	770	1855
Throt15911	0	1	0	0	0	0	0	0	0	0
Throt15910	0	0	0	0	0	0	0	0	0	0
Throt15917	0	0	0	0	0	0	0	0	0	0
Throt15916	0	0	0	0	0	0	0	0	0	0
Throt15915	0	0	0	1	0	0	0	0	0	0
Throt15914	0	2	1	0	2	0	1	0	1	0
Throt15919	0	3	0	0	0	0	0	0	0	0
Throt15918	0	0	0	0	0	0	0	0	0	0
Throt11453	0	3	2	1	0	0	0	1	0	0
Throt763	1	0	0	0	2	0	0	0	0	0
Throt466	14	22	10	3	2	8	1	3	1	0
Throt468	0	2	0	0	1	1	0	0	1	1
Throt22168	0	0	0	0	0	0	0	0	0	0
Throt22169	0	1	0	0	0	0	0	0	0	0
Throt22160	0	0	0	0	0	0	0	0	0	0
Throt22161	0	0	0	0	0	0	0	0	0	0
Throt22162	0	0	0	0	0	0	0	0	0	0
Throt22163	0	0	0	0	0	0	0	0	0	0
Throt22164	0	0	0	0	0	0	0	0	0	0
Throt22165	0	0	0	0	0	0	0	0	0	0
Throt22166	0	0	0	0	0	0	0	0	0	0
Throt22167	0	0	0	0	0	0	0	0	0	0
Throt99	22126	13149	13925	8435	7517	24833	4851	5350	15058	6460
Throt98	84778	1685	10925	10847	13969	8180	4491	1930	8031	2409
Throt97	170136	11853	33222	23724	21154	14297	20289	16413	12615	16865
Throt96	5764	123	671	525	797	374	270	157	195	81
Throt95	2296	93	456	380	600	295	201	127	212	74
Throt94	16034	3821	10537	1799	5289	4491	2934	3583	6651	3272
Throt93	212728	124562	128730	80860	71989	237496	56541	54730	155032	66749
Throt92	28964	1455	6135	6347	5913	2591	3034	2608	1276	1747
Throt91	18229	428	2225	1715	2398	1398	866	369	1801	505
Throt90	90	29	43	9	19	18	12	9	32	6
Throt13656	3	4	3	0	0	1	0	1	0	0
Throt13657	44	70	36	26	32	30	26	26	8	35
Throt17667	1	2	3	1	0	3	1	0	1	0
Throt17666	156	229	212	97	186	88	96	109	77	100
Throt17665	0	1	0	0	0	0	0	0	3	0
Throt17664	0	1	0	0	0	0	0	0	0	0
Throt17663	0	0	0	0	0	0	0	0	0	0
Throt17662	0	0	0	0	0	0	0	0	0	0
Throt17661	2	8	9	1	4	8	2	0	4	3
Throt17660	0	5	2	1	4	4	1	4	1	0
Throt20148	3	0	0	0	0	0	1	1	0	0
Throt20149	1	9	1	0	0	3	1	0	1	0
Throt17669	0	0	0	0	0	0	0	0	0	0
Throt17668	0	2	0	0	0	0	0	0	0	0
Throt7623	0	3	0	1	0	1	0	0	0	1
Throt7622	1	3	3	1	0	4	1	2	1	0
Throt7621	0	2	0	0	0	0	0	0	0	0
Throt7620	0	0	0	0	0	2	0	0	0	0
Throt7627	0	1	0	0	0	1	0	0	0	0
Throt7626	0	4	0	1	3	1	0	0	0	0
Throt7625	1	1	0	2	0	0	0	0	0	2
Throt7624	3	4	0	0	0	1	0	2	0	1
Throt7629	1	13	2	0	0	2	0	0	1	0
Throt7628	0	7	3	0	0	0	1	0	0	0
Throt20872	0	0	0	0	0	0	0	0	0	0
Throt20873	0	0	0	0	0	0	0	0	0	0
Throt20874	0	0	0	0	0	0	0	0	0	0
Throt20875	0	0	0	0	0	0	0	0	0	0
Throt20876	0	0	0	0	0	0	0	0	0	0
Throt20877	0	0	0	0	0	0	0	0	0	0
Throt20878	0	0	0	0	0	0	0	0	0	0
Throt20879	0	0	0	0	0	0	0	0	0	0
Throt16134	1	7	4	5	13	62	14	12	14	4
Throt16135	0	0	0	0	0	0	0	0	0	0
Throt16136	0	1	0	0	0	0	0	0	0	0
Throt16137	0	0	0	0	0	0	0	0	0	0
Throt16130	1	0	1	0	2	4	0	1	1	0
Throt16131	15	4	10	2	5	3	2	4	1	0
Throt16132	0	0	0	0	0	0	0	0	0	0
Throt16133	3	1	0	0	0	0	1	0	0	0
Throt16138	0	0	0	0	0	0	0	0	0	0
Throt16139	0	0	0	0	0	0	0	0	1	0
Throt7798	0	0	2	1	1	1	0	1	1	3
Throt1504	7	13	0	1	1	2	1	2	1	3
Throt1505	3	10	4	5	2	0	0	0	2	1
Throt1506	0	0	0	0	0	0	0	0	1	0
Throt1507	0	0	0	0	0	0	0	0	1	0
Throt1500	4	10	0	4	0	0	0	0	1	0
Throt1501	0	3	0	1	0	0	0	0	0	0
Throt1502	1	8	0	1	1	1	2	1	2	3
Throt1503	4	13	0	1	1	1	1	2	1	1
Throt1508	0	0	0	0	0	0	0	0	1	0
Throt1509	0	0	0	0	0	0	0	0	1	0
Throt13843	0	7	0	0	0	1	0	1	0	5
Throt10479	137	213	179	80	179	77	91	80	84	92
Throt10478	19	47	40	4	9	16	15	10	2	13
Throt10473	0	0	0	0	0	0	0	0	0	0
Throt10472	0	0	0	1	0	0	5	5	2	0
Throt10471	0	2	0	0	0	0	0	0	1	0
Throt10470	0	0	0	1	1	2	0	0	1	0
Throt10477	0	4	0	0	2	0	0	0	1	0
Throt10476	114	194	141	58	54	42	66	65	40	62
Throt10475	0	3	2	0	1	3	0	0	3	1
Throt10474	122	8	11	1	0	1	2	1	3	3
Throt18668	2	1	11	0	1	1	1	3	3	2
Throt18669	0	0	0	0	0	0	0	0	0	0
Throt18666	0	1	0	0	0	0	0	0	0	0
Throt18667	0	1	0	0	0	0	0	0	0	0
Throt18664	0	2	0	0	0	0	0	0	0	0
Throt18665	0	0	0	0	0	0	0	0	0	0
Throt18662	0	0	0	0	0	0	0	0	0	0
Throt18663	2	0	0	0	0	0	0	0	0	0
Throt18660	0	1	3	1	0	0	0	0	1	0
Throt18661	0	3	0	0	2	0	0	0	0	0
Throt12909	0	2	1	0	0	0	0	0	0	0
Throt12908	0	3	1	0	0	0	0	0	1	0
Throt6998	0	0	0	0	0	0	0	0	0	0
Throt6999	3	5	0	1	0	1	0	0	8	4
Throt12905	0	2	0	1	0	0	0	1	0	0
Throt6997	44	56	78	13	32	26	20	32	32	24
Throt12907	3	9	1	0	2	0	0	0	1	0
Throt12906	316	484	509	203	399	198	236	226	171	224
Throt12901	238	388	370	137	302	139	170	174	123	172
Throt12900	0	1	0	0	0	0	0	0	0	0
Throt12903	3	0	0	0	0	0	0	0	1	0
Throt12902	4	13	2	1	0	2	0	1	2	0
Throt8103	8	1	2	1	6	0	0	0	1	0
Throt8102	0	2	0	0	0	0	0	0	0	0
Throt8101	0	2	1	0	6	0	0	0	3	0
Throt8100	0	5	0	0	2	0	0	0	1	1
Throt8107	0	1	0	0	1	0	0	2	0	0
Throt8106	2	2	0	0	1	0	0	2	0	0
Throt8105	2	1	0	0	0	0	0	0	0	0
Throt8104	1	1	0	0	1	0	0	1	3	0
Throt8109	46	77	64	28	55	34	25	39	31	37
Throt8108	41	5	10	11	3	10	1	2	21	2
Throt18088	173	282	266	84	217	86	109	104	83	125
Throt18089	0	2	0	0	0	1	0	0	0	0
Throt18082	60	86	65	15	33	19	34	16	21	20
Throt18083	0	0	0	0	0	0	0	0	0	0
Throt18080	0	4	1	1	0	0	0	0	1	0
Throt18081	1	3	1	0	0	1	0	1	0	1
Throt18086	2	1	1	1	1	0	1	0	1	4
Throt18087	0	1	0	0	0	0	0	0	1	0
Throt18084	0	0	3	0	0	0	0	0	0	0
Throt18085	0	7	0	1	1	0	0	2	0	1
Throt20935	0	0	0	0	0	0	0	0	0	0
Throt20934	0	0	0	0	0	0	0	0	0	0
Throt20937	0	0	0	0	0	0	0	0	0	0
Throt20936	0	0	0	0	0	0	0	0	0	0
Throt20931	0	0	0	0	0	0	0	0	0	0
Throt20930	0	0	0	0	0	0	0	0	0	0
Throt20933	0	0	0	0	0	0	0	0	0	0
Throt20932	0	0	0	0	0	0	0	0	0	0
Throt20939	0	0	0	0	0	0	0	0	0	0
Throt20938	0	0	0	0	0	0	0	0	0	0
Throt5971	98	164	127	49	116	53	59	62	42	60
Throt5970	1	11	3	2	0	10	0	2	0	0
Throt5973	3	4	0	0	1	0	1	0	3	0
Throt5972	594	1029	834	299	653	363	394	397	227	394
Throt5975	1	0	2	0	2	5	0	0	1	1
Throt5974	0	1	1	0	0	0	0	0	3	0
Throt5977	0	13	2	5	20	9	4	2	16	3
Throt5976	0	2	0	1	1	0	0	0	0	0
Throt5979	0	0	0	0	0	0	0	0	0	0
Throt5978	0	0	0	0	0	0	0	0	0	0
Throt9272	0	9	1	0	0	3	0	1	3	0
Throt9273	714	1207	985	371	799	398	446	497	365	518
Throt9270	0	8	0	0	1	0	0	0	0	0
Throt9271	0	5	0	0	1	0	0	0	0	0
Throt9276	0	4	0	0	0	0	0	0	1	0
Throt9277	0	0	0	0	0	0	0	0	0	0
Throt9274	2	2	2	2	4	3	1	1	4	1
Throt9275	1	4	0	0	0	1	0	0	0	0
Throt9278	1	7	3	0	0	4	0	1	1	0
Throt9279	0	1	0	0	1	2	1	0	1	0
Throt14886	0	1	0	0	0	0	0	1	0	0
Throt14887	0	2	2	0	0	0	0	1	0	1
Throt14884	2	1	5	1	0	0	1	0	0	2
Throt14885	33	66	48	11	18	12	27	11	17	14
Throt14882	0	3	0	0	0	0	0	0	0	0
Throt14883	2	0	3	0	1	1	0	0	0	0
Throt14880	0	4	0	0	0	0	0	0	0	0
Throt14881	3	1	5	0	1	1	0	1	0	1
Throt14888	163	352	263	95	299	128	120	160	99	149
Throt14889	39	184	79	24	166	56	46	68	22	73
Throt16956	0	2	0	0	0	0	0	0	0	0
Throt16957	0	2	0	0	0	0	0	0	0	0
Throt13359	37	65	64	27	44	30	27	34	34	34
Throt16955	0	0	0	0	0	0	0	0	1	0
Throt16952	4	3	1	0	0	1	0	0	1	0
Throt16953	0	1	0	0	0	0	0	0	1	0
Throt16950	1	5	2	0	0	0	0	0	3	0
Throt16951	4	2	2	0	0	2	0	0	1	0
Throt13353	0	0	1	0	0	0	0	0	0	0
Throt13352	0	5	0	0	0	0	0	0	0	0
Throt13351	0	0	0	0	0	2	0	0	0	0
Throt13350	1	8	0	0	2	2	0	3	0	1
Throt13357	0	4	1	0	0	0	0	0	0	0
Throt13356	0	0	0	0	0	0	0	0	0	0
Throt13355	9	2	3	1	3	1	0	2	2	0
Throt13354	16	6	8	2	11	6	4	2	10	2
Throt12361	4	2	2	0	0	0	0	0	0	0
Throt6239	0	2	2	0	0	2	0	0	0	0
Throt6238	1	5	0	1	0	0	2	0	0	1
Throt6233	0	0	0	0	0	0	0	1	0	0
Throt6232	0	0	0	0	0	0	0	0	0	0
Throt6231	1	3	0	0	1	0	0	0	0	0
Throt6230	3	6	0	1	0	0	0	0	0	0
Throt6237	416	678	636	247	514	269	276	302	213	287
Throt6236	4	8	16	5	5	7	1	5	3	1
Throt6235	0	0	0	1	1	3	0	0	1	0
Throt6234	0	8	0	0	0	2	2	2	0	0
Throt13829	4	1	2	0	1	0	0	0	2	1
Throt13828	0	5	0	0	0	0	0	0	0	0
Throt13821	2	2	0	0	0	0	0	0	1	0
Throt13820	0	0	0	0	0	0	0	0	0	0
Throt13823	0	6	1	1	3	0	0	0	6	2
Throt13822	5	5	6	2	4	2	6	1	1	3
Throt13825	0	0	0	0	0	1	0	0	0	0
Throt13824	0	0	9	0	2	2	1	1	3	3
Throt13827	6	8	35	3	2	14	12	9	10	14
Throt13826	7	10	7	1	3	3	2	0	1	0
Throt3469	2	0	0	0	0	0	0	0	0	0
Throt3468	31	12	7	6	11	3	0	4	1	3
Throt3461	3	3	7	2	0	5	0	2	3	7
Throt3460	2	7	3	3	2	8	0	0	4	1
Throt3463	0	5	0	0	0	0	0	2	1	0
Throt3462	0	15	0	1	0	4	1	3	2	1
Throt3465	0	7	4	0	1	4	0	1	1	2
Throt3464	25	42	15	4	7	10	1	7	14	4
Throt3467	0	0	0	0	0	0	0	0	0	0
Throt3466	0	5	0	1	3	5	1	0	3	1
Throt7548	0	0	0	0	0	0	0	0	0	0
Throt7549	16	11	7	1	4	0	3	7	3	1
Throt7542	506	965	623	343	425	285	306	364	201	332
Throt7543	3	0	0	0	0	0	0	0	0	0
Throt7540	0	0	0	0	0	0	0	0	0	0
Throt7541	6	9	1	0	0	1	0	1	3	0
Throt7546	0	2	0	0	0	1	0	0	1	0
Throt7547	0	0	0	0	0	0	0	0	0	0
Throt7544	0	0	0	1	0	0	0	0	0	0
Throt7545	0	3	0	0	0	0	0	0	1	0
Throt15373	0	1	2	0	0	0	0	0	0	0
Throt15372	16	36	40	3	7	14	13	11	8	14
Throt15371	0	3	1	0	2	3	0	0	2	1
Throt15370	1374	2141	1525	536	1375	600	592	675	447	862
Throt15377	4	1	1	0	2	0	0	0	0	0
Throt15376	11	0	8	2	6	3	0	4	3	0
Throt15375	7	1	4	0	2	1	1	0	0	2
Throt15374	37	53	39	21	16	13	26	11	15	14
Throt15379	2	1	2	1	8	1	2	6	3	0
Throt15378	1	0	0	0	0	0	0	0	0	0
Throt17060	0	8	0	0	0	1	0	0	0	0
Throt11463	0	4	4	4	1	2	0	2	4	1
Throt11462	13	26	19	6	8	3	17	4	6	4
Throt11461	13	26	19	6	7	3	17	4	6	4
Throt11460	0	3	1	1	2	1	1	1	2	2
Throt11467	4	3	6	0	1	5	2	1	2	2
Throt11466	36	62	61	11	9	32	27	30	13	21
Throt11465	41	80	77	11	17	44	35	34	15	28
Throt11464	0	3	4	3	0	1	0	2	4	1
Throt11469	115	83	133	46	82	99	42	38	58	45
Throt11468	0	3	3	0	0	2	0	0	0	0
Throt4169	0	6	0	0	0	0	0	0	1	0
Throt4168	2	9	3	0	1	2	2	0	0	1
Throt4165	0	0	5	0	3	6	1	0	4	3
Throt4164	2	11	0	0	0	1	0	0	0	0
Throt4167	0	0	0	0	0	0	0	0	1	0
Throt4166	0	0	0	0	0	0	0	0	0	0
Throt4161	2	1	4	0	2	1	1	0	0	0
Throt4160	0	0	0	0	0	1	0	0	0	0
Throt4163	9	3	3	1	3	5	0	2	5	0
Throt4162	7	7	0	1	1	5	1	5	5	1
Throt20557	0	0	0	0	0	0	0	0	0	0
Throt20556	0	0	0	0	0	0	0	0	0	0
Throt20555	0	0	0	0	0	0	0	0	0	0
Throt6054	6348	5680	8380	4099	2276	7048	4218	7644	2643	8531
Throt20553	0	0	0	0	0	0	0	0	0	0
Throt20552	0	0	0	0	0	0	0	0	0	0
Throt20551	0	0	0	0	0	0	0	0	0	0
Throt20550	0	0	0	0	0	0	0	0	0	0
Throt12243	1	7	0	0	2	1	1	1	8	0
Throt20559	0	0	0	0	0	0	0	0	0	0
Throt20558	0	0	0	0	0	0	0	0	0	0
Throt4789	0	0	0	0	0	0	0	0	0	0
Throt4788	3	12	3	1	6	2	0	1	1	2
Throt4781	5	5	2	1	0	1	1	2	2	0
Throt4780	0	2	1	0	1	0	0	0	0	0
Throt4783	0	2	0	0	0	3	1	0	0	1
Throt4782	0	0	0	0	0	0	0	2	1	0
Throt4785	2	10	4	5	12	0	3	2	5	0
Throt4784	11	23	12	2	9	9	1	2	9	1
Throt4787	0	0	0	0	0	0	0	0	0	0
Throt4786	0	0	0	0	0	0	0	0	0	0
Throt20093	0	0	0	0	0	0	0	0	0	0
Throt5782	4	12	11	4	11	11	7	4	10	3
Throt5783	1	7	10	4	7	4	2	0	7	0
Throt5780	9	14	5	0	5	1	1	1	2	3
Throt5781	0	0	0	0	0	1	0	0	0	0
Throt5786	25	50	103	18	24	40	24	33	11	27
Throt5787	80	98	301	28	41	132	66	112	59	71
Throt5784	13	1	7	0	1	0	0	0	0	0
Throt5785	0	2	0	0	0	0	0	0	0	0
Throt5788	0	1	0	0	0	0	0	0	0	0
Throt5789	93	169	106	57	96	85	51	64	38	73
Throt2789	1	6	0	0	0	0	1	0	1	1
Throt2788	22382	731	4200	2695	4672	2091	2841	934	2025	1044
Throt2787	1	1	0	0	0	0	0	0	0	0
Throt2786	18	3	11	0	3	5	2	3	0	0
Throt2785	0	0	0	0	0	0	0	0	0	0
Throt2784	22	30	28	8	15	10	6	14	15	6
Throt2783	0	11	0	2	0	2	0	0	1	0
Throt2782	0	4	0	0	0	1	0	0	1	0
Throt2781	8	2	1	0	0	0	1	0	3	0
Throt2780	357	615	690	120	242	414	326	323	123	196
Throt18718	0	0	1	0	2	0	1	0	0	0
Throt18719	1	0	0	0	1	0	0	0	0	0
Throt18714	0	1	0	0	0	0	0	0	0	0
Throt18715	0	2	0	0	0	0	0	0	0	0
Throt2255	0	0	0	0	0	2	1	0	1	0
Throt2254	0	7	5	0	0	6	2	2	7	0
Throt2257	1	0	1	1	0	3	1	0	1	1
Throt2256	33	12	13	1	3	1	3	0	3	2
Throt2251	151	204	552	74	81	234	154	172	138	179
Throt2250	0	0	0	0	0	0	0	0	0	0
Throt2253	0	0	0	0	0	0	0	0	0	0
Throt2252	12	0	0	0	0	0	0	0	0	0
Throt2259	6	6	4	1	1	4	0	1	2	0
Throt2258	0	4	0	1	0	0	0	0	2	0
Throt8693	0	0	0	0	0	0	0	0	0	0
Throt19453	0	0	0	0	0	0	0	0	0	0
Throt19450	0	0	0	0	0	0	0	0	0	0
Throt8690	0	3	0	0	0	0	0	0	1	0
Throt19456	0	0	0	0	0	0	0	0	0	0
Throt8696	0	0	0	0	0	0	0	0	1	0
Throt8695	1	7	8	0	7	3	1	2	0	0
Throt19455	0	0	0	0	0	1	0	0	0	0
Throt19458	191	380	361	56	63	217	165	124	71	144
Throt8698	1	1	0	0	0	0	0	0	0	0
Throt13519	0	4	3	1	0	1	1	0	0	1
Throt17153	12	35	18	4	1	2	0	3	1	0
Throt6039	0	1	0	2	0	1	0	0	0	0
Throt6038	0	1	0	2	0	1	0	0	0	0
Throt6035	15	56	52	13	22	17	14	18	15	20
Throt6034	0	0	0	0	0	0	0	0	0	0
Throt6037	0	2	0	0	1	0	0	0	0	0
Throt6036	0	3	1	0	1	0	0	0	0	0
Throt6031	17345	21926	15681	5688	12322	6718	6658	7653	4986	8260
Throt6030	0	15	3	2	1	0	6	1	3	0
Throt6033	1	1	1	0	4	0	0	0	0	0
Throt6032	9579	12473	9554	3442	7527	4139	4079	4607	3067	4905
Throt17142	0	2	0	0	0	0	0	0	0	0
Throt17143	0	0	0	0	0	0	0	0	0	0
Throt17140	502	1086	894	197	296	479	414	464	205	380
Throt17141	1	2	1	2	2	2	2	0	2	2
Throt17146	0	3	1	0	0	3	1	1	0	1
Throt17147	2	0	0	2	5	1	1	0	3	3
Throt17144	0	0	0	0	0	0	0	0	0	0
Throt12317	110	160	137	50	43	39	63	45	46	43
Throt12318	2	1	1	1	0	2	0	0	0	0
Throt12319	0	1	0	1	0	1	0	0	0	0
Throt17148	5	6	3	3	5	4	0	0	4	0
Throt17149	0	3	0	2	0	0	1	0	3	3
Throt19474	0	0	0	0	0	0	0	0	0	0
Throt19475	0	1	1	0	0	0	0	0	0	0
Throt19476	0	0	3	2	1	2	0	0	3	5
Throt12401	0	2	0	0	0	0	0	0	0	0
Throt19470	0	4	2	0	1	0	0	0	0	0
Throt19471	0	0	1	0	0	0	0	0	0	0
Throt19472	0	0	0	0	0	0	0	0	0	0
Throt19473	0	0	0	0	0	0	0	0	0	0
Throt19478	0	3	0	0	0	1	0	0	0	0
Throt19479	0	2	0	0	0	1	0	0	0	0
Throt17494	3271	5520	3645	1995	2939	2435	1952	2447	1164	2381
Throt17495	1	0	0	0	0	0	0	0	0	0
Throt17496	0	0	0	0	0	0	0	0	0	0
Throt17497	3	0	0	1	0	0	0	0	0	0
Throt17490	8	13	27	1	5	16	7	9	6	16
Throt17491	0	2	0	0	3	1	0	0	0	0
Throt17492	6	0	1	0	4	0	0	0	0	2
Throt17493	1	0	0	0	0	0	0	0	0	1
Throt17498	0	0	0	0	0	0	0	0	0	0
Throt17499	2	3	0	0	0	1	0	0	6	2
Throt7788	0	0	0	0	0	0	0	0	0	0
Throt7789	11	13	8	0	6	2	0	1	3	9
Throt21668	0	0	0	0	0	0	0	0	0	0
Throt21669	0	0	0	0	0	0	0	0	0	0
Throt21666	0	0	0	0	0	0	0	0	0	0
Throt21667	0	0	0	0	0	0	0	0	0	0
Throt21664	0	0	0	0	0	0	0	0	0	0
Throt21665	0	0	0	0	0	0	0	0	0	0
Throt21662	0	0	0	0	0	0	0	0	0	0
Throt21663	0	0	0	0	0	0	0	0	0	0
Throt21660	0	0	0	0	0	0	0	0	0	0
Throt7783	37	93	58	15	14	19	23	24	17	20
Throt11661	0	0	0	0	0	0	0	0	0	0
Throt11660	0	2	0	0	0	0	0	0	0	0
Throt11663	0	4	1	0	0	2	1	1	0	0
Throt11662	0	2	3	0	3	1	1	1	0	0
Throt11665	0	0	1	0	0	0	0	1	0	0
Throt11664	0	0	0	0	0	0	0	0	0	0
Throt11667	0	2	0	0	0	0	0	0	0	0
Throt11666	0	0	0	0	0	0	0	0	0	0
Throt11669	5	10	4	5	1	5	1	9	3	2
Throt11668	0	2	0	0	0	0	0	0	0	0
Throt10488	1	4	3	2	0	1	0	0	0	0
Throt1337	5	47	7	10	1	3	0	2	3	0
Throt1336	8	37	4	3	5	11	2	3	9	2
Throt1335	0	0	0	0	0	0	0	0	0	0
Throt1334	0	0	1	2	0	0	0	0	0	0
Throt1333	149	124	27	46	2	3	6	4	7	3
Throt1332	0	10	0	0	4	5	2	0	3	1
Throt1331	2	1	0	1	1	1	0	0	1	0
Throt1330	0	0	0	0	0	0	0	0	0	0
Throt1339	11	30	28	2	2	14	8	10	4	13
Throt1338	0	2	0	0	0	0	1	0	0	0
Throt18785	2	1	2	0	3	2	2	0	3	2
Throt18784	0	0	1	0	0	2	1	2	1	4
Throt18787	0	4	0	2	0	1	0	1	0	0
Throt18786	0	0	0	0	0	0	0	0	0	0
Throt18781	0	2	0	0	0	0	0	0	0	0
Throt18780	0	2	0	1	0	1	0	0	0	0
Throt18783	0	18	9	1	3	4	2	2	6	1
Throt18782	1	5	2	2	2	0	0	2	0	0
Throt10489	4	2	2	0	5	0	0	0	1	0
Throt18789	0	0	2	0	0	0	0	0	0	0
Throt18788	73	138	94	35	85	33	37	63	45	41
Throt21088	0	0	0	0	0	0	0	0	0	0
Throt21089	0	0	0	0	0	0	0	0	0	0
Throt21082	0	0	0	0	0	0	0	0	0	0
Throt21083	0	0	0	0	0	0	0	0	0	0
Throt21080	0	0	0	0	0	0	0	0	0	0
Throt21081	0	0	0	0	0	0	0	0	0	0
Throt21086	0	0	0	0	0	0	0	0	0	0
Throt21087	0	0	0	0	0	0	0	0	0	0
Throt21084	0	0	0	0	0	0	0	0	0	0
Throt21085	0	0	0	0	0	0	0	0	0	0
Throt16365	0	2	1	3	0	3	0	1	1	0
Throt16364	0	0	0	0	0	0	0	0	0	0
Throt16367	0	0	0	0	0	0	0	0	0	0
Throt16366	0	2	0	2	1	3	0	0	1	0
Throt16361	0	4	0	0	0	1	0	0	0	0
Throt16360	0	1	0	0	0	0	0	0	0	0
Throt16363	0	0	0	0	0	0	0	0	0	0
Throt19789	0	0	0	0	0	0	0	0	0	0
Throt19786	3	1	2	1	1	0	0	0	0	0
Throt19787	0	1	0	0	3	3	0	0	0	0
Throt19784	0	0	0	0	0	0	0	0	0	0
Throt19785	0	0	0	0	0	0	0	0	0	0
Throt16369	1	4	0	0	0	2	0	0	1	0
Throt16368	125	185	166	60	147	65	78	95	63	84
Throt19780	0	0	0	0	0	0	0	0	1	0
Throt19781	2	0	0	0	0	0	0	0	0	0
Throt18439	2	0	0	0	0	1	0	0	0	0
Throt18438	0	1	0	0	0	0	0	0	1	0
Throt18437	0	7	0	0	0	0	0	1	1	0
Throt18436	23	38	22	5	11	7	15	12	7	9
Throt18435	0	1	0	0	1	0	0	0	0	0
Throt18434	0	0	0	0	0	0	0	0	0	0
Throt18433	0	3	0	0	0	0	0	0	0	0
Throt18432	2	0	0	0	0	0	1	0	1	2
Throt18431	0	1	0	0	0	0	0	0	0	0
Throt18430	0	15	3	1	2	0	1	1	4	0
Throt7014	0	0	0	0	0	0	0	0	0	0
Throt6819	1	8	8	1	2	1	0	2	0	1
Throt6818	1	0	3	2	1	0	0	1	4	0
Throt11686	0	0	0	0	0	0	2	0	0	1
Throt6813	0	3	1	0	0	0	0	0	0	0
Throt6812	2	1	1	0	2	1	1	1	0	2
Throt6811	0	1	0	0	0	0	0	0	0	4
Throt6810	0	12	2	0	0	1	1	0	1	0
Throt6817	0	0	0	0	0	0	0	0	3	0
Throt11685	0	3	3	1	5	1	0	0	2	0
Throt6815	1	3	4	2	1	1	0	1	2	0
Throt6814	0	0	0	0	0	4	0	0	2	0
Throt7017	4	8	4	0	0	1	4	1	2	0
Throt11683	0	0	0	0	0	1	3	0	1	0
Throt11682	0	0	0	0	0	0	0	0	0	0
Throt10208	9935	13356	9723	4442	8632	6071	4804	7233	3536	6557
Throt10209	4	2	0	0	0	0	0	0	0	1
Throt11681	0	0	0	0	0	0	0	0	0	0
Throt10200	172	227	633	80	76	259	169	207	144	181
Throt10201	57	118	117	20	20	69	53	49	23	53
Throt10202	0	0	0	0	0	0	0	0	0	0
Throt10203	0	0	0	0	3	0	0	0	0	0
Throt10204	48	4	2	2	2	3	1	1	17	3
Throt10205	0	1	0	0	0	1	0	0	0	0
Throt10206	13	6	5	0	9	9	3	1	4	3
Throt10207	0	8	0	1	0	1	1	1	1	2
Throt17968	0	0	0	0	0	0	0	0	0	0
Throt17969	0	0	0	0	0	0	0	0	1	0
Throt17964	0	0	0	0	0	0	0	0	0	0
Throt17965	0	0	1	0	0	0	0	0	0	0
Throt17966	0	1	0	0	0	0	0	0	0	0
Throt17967	0	0	0	0	0	0	0	0	0	0
Throt17960	302	684	582	91	129	338	261	244	110	223
Throt17961	0	4	0	0	0	0	0	0	0	1
Throt17962	0	0	0	0	0	0	0	0	0	0
Throt17963	0	0	0	0	0	0	0	0	0	0
Throt8312	970	1667	1280	466	1046	621	605	758	402	708
Throt8313	2	0	5	0	2	6	2	1	3	3
Throt8310	9	4	3	2	6	0	1	0	1	2
Throt8311	0	5	7	1	0	0	1	0	1	2
Throt8316	67	105	285	35	34	116	89	87	56	85
Throt8317	0	0	0	0	0	0	1	0	0	0
Throt8314	3	4	0	0	0	0	0	0	2	0
Throt8315	5	3	0	0	0	0	0	0	2	0
