gene	S1	S2	S3	S4	S5	A	B	C	D	E
Skcos13038	39	3129	15	38	9	16	2	5	41	2
Skcos13039	3	22	0	0	1	1	0	0	0	0
Skcos1304	364	141	27	2	4	3	1	2	4	0
Skcos13040	21	238	2	5	1	3	1	0	1	0
Skcos13041	11	31	2	1	0	0	0	0	1	0
Skcos13042	0	20	0	1	0	0	0	0	1	0
Skcos13043	190	2832	53	27	11	14	6	11	20	8
Skcos13044	20	201	3	4	1	3	0	1	2	1
Skcos13045	22	538	40	22	0	11	0	6	20	8
Skcos13046	700	162	111	2	3	29	5	10	10	13
Skcos13047	179	580	26	5	6	17	1	1	11	1
Skcos13048	3	114	1	0	0	0	0	1	1	0
Skcos13049	224	674	81	4	8	11	5	4	20	6
Skcos1305	7156	553	1103	47	63	451	78	131	353	241
Skcos13050	58	1313	12	11	3	7	4	4	15	4
Skcos13051	5	355	6	1	3	3	2	0	2	0
Skcos13052	22	470	7	5	4	4	0	0	5	0
Skcos13053	3	123	0	3	4	2	1	0	5	1
Skcos13054	182	1420	114	27	26	78	18	25	189	22
Skcos13055	23	144	1	6	0	7	0	0	2	0
Skcos13056	107	1498	19	13	18	23	2	4	27	3
Skcos13057	5	21	0	0	0	3	0	0	0	0
Skcos13058	297	864	42	17	10	28	5	7	33	8
Skcos13059	11	892	21	3	3	62	2	3	40	10
Skcos1306	18	401	12	4	9	1	1	1	0	2
Skcos13060	103	712	44	7	8	24	5	7	42	7
Skcos13061	566	3881	42	42	21	54	10	14	59	13
Skcos13062	28	694	9	11	3	16	3	1	13	3
Skcos13063	51	60	37	13	3	20	2	7	19	1
Skcos13064	121	306	4	5	4	7	2	1	4	1
Skcos13065	31	1206	9	5	2	41	12	2	28	7
Skcos13066	13	120	5	0	1	4	0	1	2	0
Skcos13067	5	21	0	0	0	1	1	0	1	0
Skcos13068	7	30	6	0	1	0	1	1	1	0
Skcos13069	11	404	1	6	6	1	1	1	0	0
Skcos1307	192	563	9	10	1	4	0	3	7	2
Skcos13070	37	268	1	4	0	4	1	1	4	0
Skcos13071	145	87	21	0	0	4	2	1	5	6
Skcos13072	1	47	1	1	1	2	3	5	2	1
Skcos13073	18	955	2	13	0	2	1	0	1	0
Skcos13074	137	2528	75	52	43	58	24	17	107	23
Skcos13075	147	2112	50	38	6	22	9	6	23	5
Skcos13076	3	160	3	3	0	4	1	0	2	0
Skcos13077	471	713	57	26	35	36	28	32	45	43
Skcos13078	4	118	0	0	0	0	1	0	0	0
Skcos13079	19342	2142	1547	161	160	263	66	56	287	114
Skcos1308	311	49	15	11	0	1	2	0	2	0
Skcos13080	791	703	89	62	11	13	3	4	23	0
Skcos13081	173	1171	123	37	55	54	9	16	194	13
Skcos13082	63	406	18	9	10	10	3	0	14	2
Skcos13083	14	414	8	2	1	7	0	1	11	2
Skcos13084	94	187	1	3	1	12	1	1	4	0
Skcos13085	252	467	13	4	2	6	0	1	14	2
Skcos13086	3	121	2	0	0	0	0	0	1	0
Skcos13087	9	240	9	4	1	7	0	4	1	1
Skcos13088	6	127	0	2	1	1	0	0	0	0
Skcos13089	26	1079	5	25	5	8	2	2	17	1
Skcos1309	62	815	27	12	18	352	6	13	205	7
Skcos13090	52	2054	15	16	8	56	10	13	47	4
Skcos13091	72	435	11	8	2	1	0	1	5	2
Skcos13092	39	3236	30	51	8	43	8	5	24	3
Skcos13093	37	223	15	8	7	6	2	1	13	2
Skcos13094	186	2553	33	18	14	27	4	11	40	10
Skcos13095	7	443	1	9	0	1	1	1	3	1
Skcos13096	2	5	0	0	0	0	0	0	0	0
Skcos13097	61	671	9	28	6	8	3	3	16	1
Skcos13098	1	215	0	3	0	1	0	0	1	0
Skcos13099	296	2534	186	64	159	114	36	55	500	66
Skcos131	845	977	94	19	7	33	8	13	33	9
Skcos1310	258	768	31	62	5	22	1	5	9	1
Skcos13100	26	180	7	7	1	7	0	0	4	0
Skcos13101	680	7937	369	53	52	112	57	64	148	81
Skcos13102	8119	2041	2705	113	205	676	344	410	678	496
Skcos13103	29	212	5	3	4	1	1	0	2	0
Skcos13104	37	514	21	6	4	35	20	19	50	17
Skcos13105	670	713	93	5	11	22	5	9	24	4
Skcos13106	23	241	1	1	0	6	3	1	3	0
Skcos13107	21	63	9	1	4	0	0	0	1	0
Skcos13108	7152	7282	2338	248	414	645	332	314	982	381
Skcos13109	292	415	296	84	39	71	40	58	177	79
Skcos1311	391	632	31	6	4	12	3	3	21	3
Skcos13110	50	1274	20	5	26	8	3	1	3	2
Skcos13111	20	202	4	2	0	4	0	0	0	2
Skcos13112	27	711	19	12	2	7	2	4	16	1
Skcos13113	78	778	20	28	8	26	4	1	21	1
Skcos13114	9	169	1	4	3	0	0	2	4	0
Skcos13115	2870	228	382	7	16	46	21	19	43	45
Skcos13116	364	3058	143	51	21	45	34	20	78	25
Skcos13117	2702	7283	384	102	72	201	58	64	187	61
Skcos13118	186	101	37	1	1	10	9	1	6	3
Skcos13119	5	63	2	0	0	0	0	0	1	0
Skcos1312	3183	1675	383	58	148	47	34	46	299	49
Skcos13120	8440	45	307	17	12	40	10	17	10	33
Skcos13121	2	0	0	0	0	0	1	0	0	0
Skcos13122	51	1136	12	10	1	15	0	3	17	1
Skcos13123	126	14	35	6	0	0	1	0	2	0
Skcos13124	5	168	3	1	0	0	0	0	0	0
Skcos13125	200	764	58	19	13	26	7	3	33	4
Skcos13126	2275	1274	884	89	109	728	253	297	875	391
Skcos13127	2	1	0	0	0	0	0	0	0	0
Skcos13128	27	327	4	10	0	8	2	0	24	4
Skcos13129	12	42	3	0	1	0	0	1	0	0
Skcos1313	120	2754	66	21	33	15	7	4	1	11
Skcos13130	185	2108	38	37	10	35	9	17	36	22
Skcos13131	17	166	5	5	0	3	1	0	1	0
Skcos13132	193	413	199	91	44	51	60	41	96	51
Skcos13133	497	54	6	1	5	3	0	1	2	0
Skcos13134	68	937	13	4	6	13	3	0	9	1
Skcos13135	9	200	1	1	1	1	0	0	0	0
Skcos13136	15	313	2	4	0	5	0	1	3	2
Skcos13137	481	472	126	7	12	24	17	19	35	25
Skcos13138	167	614	6	6	6	14	0	2	16	3
Skcos13139	974	346	262	3	17	94	33	46	51	47
Skcos1314	1705	528	20	56	2	7	1	0	10	3
Skcos13140	284	84	87	0	1	22	12	9	16	7
Skcos13141	26	2004	16	8	12	25	2	2	21	0
Skcos13142	19	81	3	2	1	0	0	0	0	0
Skcos13143	12	248	0	2	0	0	0	0	1	0
Skcos13144	245	295	15	2	4	8	0	1	12	2
Skcos13145	50	1318	33	13	9	52	12	14	90	13
Skcos13146	34	74	0	0	0	0	1	0	3	0
Skcos13147	86	720	5	7	6	6	2	1	14	2
Skcos13148	72	1494	52	6	11	48	6	18	70	7
Skcos13149	1686	4404	332	50	67	192	35	35	198	54
Skcos1315	2663	238	46	9	0	2	0	3	5	0
Skcos13150	6	176	0	0	0	1	0	0	5	1
Skcos13151	5	90	2	2	2	0	0	0	2	0
Skcos13152	8710	1644	1259	3	90	164	40	56	169	114
Skcos13153	0	42	0	0	0	0	0	0	0	0
Skcos13154	7	10	5	5	1	0	0	0	6	2
Skcos13155	478	2404	185	76	37	89	31	39	101	29
Skcos13156	12	606	6	8	2	7	0	0	9	0
Skcos13157	31	684	3	16	4	25	1	0	13	0
Skcos13158	88	762	2	3	5	9	0	0	18	2
Skcos13159	187	921	10	12	10	5	2	0	8	1
Skcos1316	4364	4741	1490	178	75	45	30	29	234	36
Skcos13160	492	3429	102	53	18	49	14	21	120	27
Skcos13161	153	190	29	13	16	33	9	3	16	10
Skcos13162	54	116	1	2	0	0	0	0	4	2
Skcos13163	31	353	2	0	3	2	0	0	3	0
Skcos13164	4	201	0	0	1	0	0	0	0	0
Skcos13165	137	192	18	2	2	8	2	6	4	3
Skcos13166	96	343	16	3	3	6	4	2	4	2
Skcos13167	34	399	1	9	7	6	1	2	9	1
Skcos13168	59	670	11	4	11	7	1	0	13	0
Skcos13169	1235	3608	292	64	47	123	43	63	285	88
Skcos1317	55	1643	35	20	33	137	17	15	112	12
Skcos13170	9	9	0	0	0	0	0	0	3	0
Skcos13171	3	127	5	1	0	2	0	0	2	0
Skcos13172	37	116	14	1	1	16	4	1	13	9
Skcos13173	65	1866	65	23	29	83	17	28	200	25
Skcos13174	310	322	13	4	0	9	1	0	9	0
Skcos13175	376	1010	38	7	5	17	8	22	27	6
Skcos13176	0	0	0	0	0	0	0	0	0	0
Skcos13177	0	32	1	0	0	0	0	0	0	0
Skcos13178	22	148	0	0	0	0	0	0	0	1
Skcos13179	153	2689	89	33	69	531	13	10	227	18
Skcos1318	1344	1184	197	21	26	110	11	23	117	14
Skcos13180	0	1	0	0	0	0	0	0	0	0
Skcos13181	0	20	0	0	0	0	0	0	0	0
Skcos13182	5	295	2	1	1	4	0	0	3	3
Skcos13183	2	502	1	9	1	2	0	0	3	1
Skcos13184	46	583	7	12	6	14	3	4	14	0
Skcos13185	41	1150	20	24	13	44	6	1	30	5
Skcos13186	2211	4541	1115	241	465	284	42	232	867	153
Skcos13187	27	695	6	20	1	5	1	0	4	0
Skcos13188	16	45	2	0	0	0	1	0	0	1
Skcos13189	111	179	15	0	1	2	0	2	3	0
Skcos1319	1992	2111	401	64	75	73	51	29	114	26
Skcos13190	5613	3332	742	151	93	166	64	70	175	65
Skcos13191	63	1355	8	15	3	9	1	4	15	5
Skcos13192	49	687	21	22	7	17	6	15	63	5
Skcos13193	140	634	26	8	7	4	3	2	12	1
Skcos13194	6	159	0	1	0	1	1	0	2	0
Skcos13195	39	797	11	11	0	11	0	5	3	1
Skcos13196	4	124	4	0	1	4	0	0	0	2
Skcos13197	24	166	4	2	1	0	0	1	2	0
Skcos13198	28	484	7	6	0	1	1	0	5	0
Skcos13199	206	152	19	0	0	0	1	1	1	0
Skcos132	145	1197	79	12	11	19	2	7	37	14
Skcos1320	389	2404	54	26	27	112	21	9	117	15
Skcos13200	38	259	5	6	2	4	0	0	5	0
Skcos13201	217	1412	42	32	9	28	5	4	58	11
Skcos13202	0	0	0	0	0	0	0	0	0	0
Skcos13203	70	880	21	9	7	11	4	8	9	7
Skcos13204	13	86	5	1	0	0	0	0	0	0
Skcos13205	441	5377	131	134	29	173	22	20	209	7
Skcos13206	9	436	1	2	0	0	0	2	4	1
Skcos13207	53	578	27	1	2	10	11	0	9	6
Skcos13208	287	526	28	8	7	11	2	4	6	3
Skcos13209	439	420	54	51	9	34	5	1	17	4
Skcos1321	450	3614	65	15	25	48	7	11	99	16
Skcos13210	0	53	2	1	0	0	0	1	1	0
Skcos13211	101	1774	45	7	7	165	11	25	131	22
Skcos13212	24	387	11	1	3	30	3	3	35	3
Skcos13213	12	369	3	2	0	1	0	0	2	0
Skcos13214	78	491	11	18	2	23	1	0	31	3
Skcos13215	44338	6174	7685	419	689	1592	945	1196	1442	1418
Skcos13216	15	397	3	2	0	0	0	0	2	0
Skcos13217	758	1540	50	32	10	91	12	7	138	2
Skcos13218	229	376	341	74	130	200	185	150	64	85
Skcos13219	284	369	30	3	2	13	2	3	14	2
Skcos1322	272	371	11	8	3	16	7	10	18	7
Skcos13220	247	348	31	7	1	10	6	7	8	8
Skcos13221	531	1829	166	31	49	29	19	28	56	15
Skcos13222	8	187	2	4	2	1	0	0	6	0
Skcos13223	34	332	9	42	5	3	0	0	8	5
Skcos13224	1659	579	298	63	29	28	10	28	28	16
Skcos13225	2650	8336	604	118	98	182	115	105	470	112
Skcos13226	212	141	17	1	0	13	0	2	6	4
Skcos13227	622	842	174	161	42	61	8	5	78	4
Skcos13228	16	502	1	3	1	8	1	0	7	0
Skcos13229	368	1495	167	26	16	18	9	6	38	14
Skcos1323	6771	1773	2577	22	197	522	332	451	644	605
Skcos13230	22	295	9	4	2	7	0	3	4	3
Skcos13231	1202	360	248	1	11	24	11	25	26	19
Skcos13232	29	202	2	2	0	3	4	2	6	1
Skcos13233	23	38	1	0	0	4	0	0	0	1
Skcos13234	15	218	10	2	9	15	1	6	55	6
Skcos13235	5	116	5	0	0	1	0	0	2	0
Skcos13236	40	122	3	2	0	5	0	0	5	0
Skcos13237	299	818	21	14	3	10	2	0	18	1
Skcos13238	91	24	0	0	0	0	0	0	2	0
Skcos13239	5	76	2	0	0	3	0	0	1	0
Skcos1324	70	1006	12	22	9	26	4	6	23	4
Skcos13240	12	114	3	0	0	1	3	2	2	0
Skcos13241	1117	746	206	9	10	38	17	22	18	45
Skcos13242	32	651	12	9	5	8	1	3	14	2
Skcos13243	171	1510	86	16	13	32	14	15	36	31
Skcos13244	17	1422	11	7	5	31	0	3	30	0
Skcos13245	163	2021	95	21	14	34	15	3	52	20
Skcos13246	117	171	15	21	7	3	2	4	7	0
Skcos13247	50	437	2	2	1	5	1	0	7	1
Skcos13248	721	2609	131	38	11	22	18	12	27	29
Skcos13249	0	0	0	0	0	0	0	0	0	0
Skcos1325	962	725	68	17	2	15	4	8	26	12
Skcos13250	560	5568	841	54	68	373	183	132	548	198
Skcos13251	29	601	7	8	2	9	0	1	3	1
Skcos13252	1108	120	379	3	17	76	46	48	62	66
Skcos13253	392	379	68	6	5	4	8	20	8	14
Skcos13254	2892	386	735	7	43	134	102	92	103	143
Skcos13255	31	444	8	7	1	6	0	0	8	2
Skcos13256	832	1951	109	34	27	41	20	17	36	16
Skcos13257	242	2369	59	21	9	90	22	19	143	32
Skcos13258	1277	97	488	4	17	87	36	75	69	104
Skcos13259	17	1036	16	4	0	11	2	1	24	1
Skcos1326	11	13	0	0	0	0	0	0	0	0
Skcos13260	517	1056	36	10	7	23	2	4	21	7
Skcos13261	2	76	0	3	3	0	0	0	0	2
Skcos13262	78	747	31	11	17	340	8	15	194	8
Skcos13263	18	550	2	20	3	3	0	2	5	2
Skcos13264	378	276	197	7	13	28	21	39	40	64
Skcos13265	33	417	12	5	2	11	2	1	5	4
Skcos13266	1052	251	365	0	11	59	31	42	34	82
Skcos13267	5	667	5	12	0	11	1	1	13	0
Skcos13268	13	1735	9	19	6	16	1	2	11	1
Skcos13269	105	1054	12	5	5	11	3	5	24	4
Skcos1327	21	179	0	3	2	0	1	2	1	2
Skcos13270	85	1922	18	34	7	20	7	6	40	3
Skcos13271	0	4	5	0	1	1	0	0	2	0
Skcos13272	14	105	3	7	0	0	1	0	1	0
Skcos13273	0	5	0	0	0	0	0	0	0	0
Skcos13274	50	698	12	7	15	10	0	0	13	1
Skcos13275	13	1250	16	10	2	8	4	2	25	6
Skcos13276	58	455	15	7	6	4	2	1	8	1
Skcos13277	198	1265	5	13	5	8	0	0	22	0
Skcos13278	713	2773	170	26	33	23	12	12	57	21
Skcos13279	33	128	16	3	6	3	0	7	7	4
Skcos1328	32	631	12	7	1	6	6	5	4	3
Skcos13280	247	5137	87	14	37	21	7	17	16	6
Skcos13281	678	568	84	12	5	21	10	10	26	9
Skcos13282	30	600	9	8	5	7	0	3	5	7
Skcos13283	10	1609	8	21	1	26	0	1	18	2
Skcos13284	55	912	29	8	4	5	1	2	12	4
Skcos13285	125	905	43	11	12	10	6	10	1	6
Skcos13286	241	227	73	1	6	14	9	11	21	24
Skcos13287	204	4585	99	56	48	346	22	36	235	39
Skcos13288	47	567	17	40	5	12	1	0	22	2
Skcos13289	162	167	8	2	4	16	2	3	9	0
Skcos1329	33	27	0	0	0	0	0	0	0	0
Skcos13290	14	65	0	0	0	3	0	1	2	0
Skcos13291	2	15	4	1	0	1	0	0	0	0
Skcos13292	7	33	0	0	0	1	0	1	2	0
Skcos13293	0	84	0	3	0	1	1	0	1	0
Skcos13294	5844	11202	2222	424	174	628	270	251	931	473
Skcos13295	195	2351	26	23	2	22	5	4	51	3
Skcos13296	3	15	1	0	0	0	0	0	0	0
Skcos13297	221	14	117	18	1	20	18	8	133	25
Skcos13298	24	27	0	1	0	0	0	0	0	0
Skcos13299	4	116	0	0	0	1	0	0	2	0
Skcos133	198	3247	31	47	6	58	7	10	49	5
Skcos1330	93	660	6	13	7	3	3	2	3	6
Skcos13300	69	359	59	6	8	67	29	35	93	45
Skcos13301	1	8	0	2	1	1	0	0	2	0
Skcos13302	3755	5396	942	156	70	377	124	138	536	170
Skcos13303	8	135	2	0	4	0	0	0	0	0
Skcos13304	77	369	7	6	1	15	0	3	5	2
Skcos13305	322	1252	62	16	11	36	11	6	30	13
Skcos13306	516	352	18	7	1	8	0	3	2	2
Skcos13307	808	1100	217	28	30	37	19	4	65	19
Skcos13308	42	153	0	0	0	0	0	0	0	0
Skcos13309	100	2393	46	83	15	37	3	4	16	1
Skcos1331	16	76	4	1	2	2	1	0	3	1
Skcos13310	0	16	0	1	0	0	0	0	0	0
Skcos13311	11	27	0	0	1	2	0	0	1	0
Skcos13312	0	3	0	1	0	0	0	0	0	0
Skcos13313	0	0	0	0	0	0	0	0	0	0
Skcos13314	31	827	18	8	3	8	1	3	3	4
Skcos13315	0	14	0	0	0	0	0	0	0	0
Skcos13316	0	5	0	0	0	0	0	0	0	0
Skcos13317	0	52	0	0	0	0	1	0	0	0
Skcos13318	94	820	12	9	1	3	1	0	9	1
Skcos13319	182	4411	44	86	20	49	21	18	93	11
Skcos1332	5	31	2	0	0	44	2	0	16	0
Skcos13320	20	446	3	5	2	2	0	0	4	1
Skcos13321	240	1505	161	58	56	18	33	35	34	42
Skcos13322	2	152	2	4	0	0	0	1	2	0
Skcos13323	166	1268	31	4	10	26	6	9	26	21
Skcos13324	34	792	16	13	8	20	3	2	22	2
Skcos13325	17	243	3	5	2	1	5	0	20	2
Skcos13326	282	956	69	13	17	63	32	40	87	23
Skcos13327	40	201	7	5	2	4	1	2	11	2
Skcos13328	12	688	2	10	3	9	0	0	17	1
Skcos13329	1424	246	848	2	30	188	99	131	163	188
Skcos1333	29	219	12	6	1	3	2	2	1	2
Skcos13330	32	698	10	3	4	53	10	5	37	21
Skcos13331	144	629	12	8	5	33	11	4	48	11
Skcos13332	0	20	0	0	0	0	0	0	2	0
Skcos13333	40	281	30	4	15	0	2	1	2	6
Skcos13334	1	34	2	2	2	1	0	1	1	0
Skcos13335	31	62	13	2	3	0	0	0	0	2
Skcos13336	1	38	0	2	1	1	0	1	2	0
Skcos13337	3	49	0	0	0	0	0	0	0	3
Skcos13338	2885	191	562	4	46	98	72	74	75	108
Skcos13339	94	180	12	1	1	3	0	6	3	7
Skcos1334	346	733	135	9	5	19	6	3	23	6
Skcos13340	42	1562	9	15	2	23	10	4	46	10
Skcos13341	1	238	0	0	0	1	0	1	2	0
Skcos13342	4	171	0	1	0	2	0	0	1	0
Skcos13343	69	1027	5	9	1	5	0	1	12	1
Skcos13344	29	29	6	2	0	2	1	0	2	0
Skcos13345	226	316	14	5	4	4	0	2	4	1
Skcos13346	43	68	0	0	1	14	1	0	6	0
Skcos13347	25	601	4	9	1	12	2	3	9	9
Skcos13348	9	174	0	4	0	2	0	0	0	0
Skcos13349	48	1461	15	29	8	63	2	0	50	2
Skcos1335	122	357	0	5	2	5	4	1	2	0
Skcos13350	91	1490	95	34	33	57	5	7	53	10
Skcos13351	1	1	0	0	0	1	0	0	0	0
Skcos13352	17	29	4	0	0	4	0	0	0	2
Skcos13353	147	437	5	4	2	2	0	1	5	0
Skcos13354	15	399	5	6	2	8	3	0	22	1
Skcos13355	85	62	3	0	0	1	1	0	2	0
Skcos13356	1	134	0	1	2	2	0	0	4	2
Skcos13357	7	148	5	0	6	0	1	2	2	0
Skcos13358	10	119	3	1	0	4	2	3	4	11
Skcos13359	10	120	10	0	1	0	0	1	0	1
Skcos1336	112	12	3	3	0	0	0	0	0	0
Skcos13360	34	593	30	11	24	195	24	12	172	17
Skcos13361	7	381	2	7	4	5	4	6	8	1
Skcos13362	15	352	3	3	0	1	0	0	4	0
Skcos13363	1	147	0	1	0	0	0	0	1	0
Skcos13364	24	792	47	11	70	86	6	10	80	11
Skcos13365	10	426	1	2	0	2	1	0	4	0
Skcos13366	33	326	1	1	1	2	0	0	1	0
Skcos13367	102	2739	23	30	5	25	10	8	24	1
Skcos13368	23	174	7	7	1	5	0	0	4	0
Skcos13369	86	5563	44	9	23	62	8	9	94	10
Skcos1337	6	50	3	1	2	0	2	0	2	0
Skcos13370	83	21	4	3	0	0	0	0	0	0
Skcos13371	4	238	5	3	2	1	0	0	5	0
Skcos13372	3	113	0	3	3	0	0	0	0	0
Skcos13373	0	102	0	2	0	8	0	0	2	0
Skcos13374	15	370	1	2	0	3	0	2	4	0
Skcos13375	18	29	15	1	0	0	5	1	1	5
Skcos13376	94	393	3	6	1	2	1	0	1	0
Skcos13377	22	210	4	4	5	7	1	0	9	0
Skcos13378	6	255	1	16	0	0	0	0	0	0
Skcos13379	1	230	2	4	1	2	0	1	2	2
Skcos1338	358	3338	75	40	18	38	12	9	65	14
Skcos13380	783	2476	171	13	26	75	14	27	72	20
Skcos13381	1	1	1	0	0	0	0	0	0	0
Skcos13382	0	0	0	0	0	0	0	0	0	0
Skcos13383	1	0	3	0	0	0	0	0	0	0
Skcos13384	0	2	0	0	0	0	0	0	0	0
Skcos13385	0	2	0	0	0	0	0	0	0	0
Skcos13386	4	9	0	0	2	2	0	1	4	0
Skcos13387	0	0	0	0	0	0	0	0	0	0
Skcos13388	66	350	2	6	3	6	0	2	8	2
Skcos13389	0	1	0	0	0	0	0	0	0	0
Skcos1339	834	1975	90	32	19	53	30	17	67	32
Skcos13390	0	2	0	0	0	0	0	0	0	0
Skcos13391	0	1	0	0	0	0	0	0	0	0
Skcos13392	0	8	0	0	0	0	0	0	0	0
Skcos13393	0	5	0	0	0	0	0	0	0	0
Skcos13394	0	0	0	0	0	0	0	0	0	0
Skcos13395	0	0	0	0	0	0	0	0	0	0
Skcos13396	0	2	0	0	0	0	0	0	0	0
Skcos13397	0	1	0	0	0	0	0	0	0	0
Skcos13398	0	0	0	0	0	0	0	0	0	0
Skcos13399	0	0	3	0	0	0	0	0	0	0
Skcos134	208	738	38	6	7	13	7	11	22	12
Skcos1340	59	152	14	12	0	4	0	0	7	0
Skcos13400	0	2	0	0	0	0	0	0	0	0
Skcos13401	0	1	0	0	0	0	0	0	0	0
Skcos13402	0	0	0	0	0	0	0	0	0	0
Skcos13403	13	87	2	0	0	0	0	1	4	0
Skcos13404	0	5	0	0	0	0	0	0	0	0
Skcos13405	4	140	1	3	0	1	0	0	0	0
Skcos13406	16	1544	5	6	3	19	1	7	29	1
Skcos13407	344	70	66	22	15	27	5	9	26	12
Skcos13408	9	243	1	0	1	0	1	0	2	0
Skcos13409	33	495	12	2	9	4	0	0	4	2
Skcos1341	59	242	12	5	4	9	1	1	9	5
Skcos13410	63	925	19	11	6	10	5	1	24	5
Skcos13411	102	208	8	1	1	4	1	3	9	3
Skcos13412	0	0	0	0	0	0	0	0	0	0
Skcos13413	0	0	1	0	0	0	0	0	0	0
Skcos13414	16	224	1	9	0	2	0	0	6	0
Skcos13415	42	149	7	2	0	1	3	1	3	0
Skcos13416	0	0	0	0	0	0	0	0	0	0
Skcos13417	0	2	0	0	0	0	0	0	0	0
Skcos13418	0	0	0	0	0	0	0	0	0	0
Skcos13419	0	17	0	0	0	0	0	0	0	0
Skcos1342	7	147	1	0	0	1	0	0	3	0
Skcos13420	0	0	0	0	0	0	0	0	0	0
Skcos13421	100	2179	23	11	6	21	5	4	42	6
Skcos13422	3	195	2	1	0	1	0	0	0	2
Skcos13423	307	2753	71	30	26	50	20	21	114	11
Skcos13424	8	491	2	6	0	4	1	0	5	3
Skcos13425	0	10	0	0	0	0	0	0	0	0
Skcos13426	67	2785	30	7	6	13	3	1	79	0
Skcos13427	175	874	11	6	5	6	0	3	9	2
Skcos13428	0	0	0	0	0	0	0	0	0	0
Skcos13429	1244	7277	465	94	43	83	66	82	149	82
Skcos1343	9	11	0	0	0	4	1	0	7	0
Skcos13430	0	0	0	0	0	0	0	0	0	0
Skcos13431	11	1205	9	3	2	94	2	1	17	1
Skcos13432	84	30	52	1	4	15	6	8	15	7
Skcos13433	24	181	6	2	1	1	0	1	8	1
Skcos13434	93	456	15	4	1	2	2	2	2	3
Skcos13435	35	142	13	3	8	2	0	0	2	0
Skcos13436	30	139	3	2	3	3	5	0	2	0
Skcos13437	105	1744	34	32	16	41	10	9	61	10
Skcos13438	0	0	0	0	0	0	0	0	0	0
Skcos13439	0	0	0	0	0	0	0	0	0	0
Skcos1344	1134	1598	239	87	29	84	48	38	203	63
Skcos13440	0	1	0	0	0	0	0	0	0	0
Skcos13441	82	1612	14	28	15	39	6	4	22	5
Skcos13442	0	0	0	0	0	0	0	0	0	0
Skcos13443	0	0	0	0	0	0	0	0	0	0
Skcos13444	0	0	0	0	0	0	0	0	0	0
Skcos13445	1	1	0	0	0	0	0	0	0	0
Skcos13446	34	85	31	11	23	28	18	18	10	21
Skcos13447	14	263	3	1	0	0	1	1	3	0
Skcos13448	80	190	3	9	1	0	0	0	2	0
Skcos13449	168	505	94	14	9	19	12	15	47	15
Skcos1345	1376	11454	563	82	127	54	57	30	5	53
Skcos13450	1213	1622	1590	248	472	856	741	770	350	469
Skcos13451	7	38	1	1	0	0	0	0	0	0
Skcos13452	1	17	0	0	0	0	0	0	0	0
Skcos13453	0	2	0	0	0	0	0	0	0	0
Skcos13454	0	56	2	0	0	1	0	0	0	0
Skcos13455	0	14	0	1	0	0	0	0	0	1
Skcos13456	2	6	0	0	0	0	0	0	0	0
Skcos13457	3	46	0	0	0	0	1	0	0	0
Skcos13458	2	15	1	0	0	0	0	0	0	0
Skcos13459	0	86	0	0	0	0	0	0	1	1
Skcos1346	206	650	33	8	3	24	4	7	20	6
Skcos13460	7	15	1	0	0	0	0	0	0	0
Skcos13461	0	34	0	0	0	0	0	0	0	0
Skcos13462	304	996	48	18	16	30	9	2	28	2
Skcos13463	9	27	4	0	0	1	0	0	1	3
Skcos13464	4	48	0	1	0	1	0	0	2	0
Skcos13465	163	833	14	11	9	25	5	9	27	12
Skcos13466	0	345	1	2	3	16	2	1	12	1
Skcos13467	163	1046	58	18	6	29	6	12	41	6
Skcos13468	3	100	3	1	0	1	0	0	3	0
Skcos13469	11	163	0	2	0	0	0	0	0	0
Skcos1347	42	188	2	3	3	3	1	2	7	3
Skcos13470	11	115	4	0	0	3	0	1	1	2
Skcos13471	35	66	2	0	0	1	0	0	1	0
Skcos13472	1	17	0	2	0	0	0	0	0	1
Skcos13473	30	1533	40	20	7	27	6	7	92	9
Skcos13474	2	116	0	3	0	2	0	0	1	0
Skcos13475	262	1603	114	19	66	25	9	14	62	16
Skcos13476	98	5584	69	43	18	382	33	30	424	39
Skcos13477	156	1094	61	22	12	76	18	31	76	41
Skcos13478	3	7	1	0	0	0	0	0	0	2
Skcos13479	23	48	3	0	0	1	0	0	1	0
Skcos1348	1011	1677	137	72	28	70	23	25	139	40
Skcos13480	30	481	22	1	1	21	10	6	12	19
Skcos13481	1771	25427	5907	204	1223	3987	1772	1912	6816	2278
Skcos13482	7	90	3	4	0	0	0	0	0	0
Skcos13483	214	127	31	3	3	20	7	8	13	15
Skcos13484	24	157	12	1	1	3	0	3	4	0
Skcos13485	173	4105	70	42	31	29	19	20	49	15
Skcos13486	22	487	2	9	1	5	1	0	7	0
Skcos13487	74	869	40	12	5	4	1	0	14	4
Skcos13488	18	310	5	3	0	7	6	4	16	3
Skcos13489	979	1270	389	65	26	103	56	41	227	74
Skcos1349	165	1715	45	20	15	51	11	7	52	15
Skcos13490	39	283	4	6	3	5	0	5	2	3
Skcos13491	6	58	2	0	0	0	0	0	1	0
Skcos13492	4	147	3	0	0	2	1	0	0	2
Skcos13493	1	12	0	2	0	0	0	0	0	0
Skcos13494	19	214	3	3	1	4	1	2	3	0
Skcos13495	17	285	7	1	3	2	0	0	0	1
Skcos13496	108	3281	28	32	6	31	12	13	30	5
Skcos13497	22	250	0	4	0	4	0	0	2	0
Skcos13498	1	519	1	1	0	1	3	0	5	2
