geneID	S1	S2	S3	S4	S5	+N	-N	+P	-P	Control
Throt17800	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt8253	0.0	0.2630539884114196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt8252	0.0	0.1315269942057098	0.13208373316180058	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt8251	0.0	0.3945809826171294	0.26416746632360116	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt8250	0.4471961059696336	0.7891619652342589	0.7925023989708035	0.7483922663138911	0.8733247665995896	0.290615178569223	1.1171371350068606	0.7774876884824529	1.8355759865360501	1.031369888691983
Throt8257	0.7666218959479433	1.7098509246742275	0.13208373316180058	0.24946408877129705	0.3493299066398358	0.7265379464230576	1.1171371350068606	0.2591625628274843	1.1472349915850313	0.2578424721729958
Throt8256	314.6344031286351	887.6756838943355	574.3000717875091	370.95310000291875	626.6978525118654	286.6918736585385	484.2789480254741	501.73872163400955	302.1816967834973	618.3062482708439
Throt8255	0.0	1.1837429478513881	0.13208373316180058	0.24946408877129705	0.0	0.0	0.27928428375171516	0.0	0.0	0.0
Throt8254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt8259	1.7887844238785344	9.206889594399685	9.377945054487842	3.7419613315694558	5.938608412877208	8.282532589222855	10.33351849881346	11.143990201581826	5.736174957925156	5.672534387805908
Throt8258	0.06388515799566194	0.0	0.0	0.0	0.0	0.0	0.27928428375171516	0.0	0.0	0.0
Throt298	34.56187047565311	24.72707491067344	40.81387354699638	17.96141439153339	36.854305150502675	50.27642589247558	42.17192684650899	39.392709549777614	57.82064357588558	46.66948746331224
Throt299	119.8485563998618	129.29103530421273	179.7659608332106	270.91800040562856	198.76871687806656	116.68199419554303	144.38997469963672	145.3901977462187	313.19515270271353	132.01534575257384
Throt290	2.6192914778221397	5.787187745051232	1.9812559974270088	3.243033154026862	0.1746649533199179	0.581230357138446	0.27928428375171516	0.0	0.6883409949510189	0.0
Throt291	2.2359805298481676	4.603444797199843	1.585004797941607	2.9935690652555644	0.1746649533199179	0.290615178569223	0.27928428375171516	0.0	0.6883409949510189	0.0
Throt292	0.19165547398698582	0.2630539884114196	0.7925023989708035	0.24946408877129705	0.6986598132796716	1.3077683035615035	0.8378528512551455	0.0	2.5239169814870692	0.5156849443459915
Throt293	11.946524545188783	10.653686530662494	6.868354124413631	11.724812172250962	1.571984579879261	1.4530758928461152	2.2342742700137213	0.5183251256549686	1.8355759865360501	0.5156849443459915
Throt294	0.7027367379522814	1.0522159536456783	0.660418665809003	0.0	0.0	0.0	0.0	0.5183251256549686	0.22944699831700627	0.0
Throt295	30.089909415956775	25.121655893290573	12.019619717723854	15.965701681363011	7.161263086116634	9.880916071353582	8.378528512551455	8.293202010479497	14.684607892288401	12.634281136476794
Throt296	14.246390233032614	11.311321501691042	4.887098126986622	8.731243106995397	4.890618692957701	5.812303571384461	5.585685675034303	4.405763568067233	8.948432934363245	7.477431693016878
Throt297	603.9063985329924	1396.5536244762266	174.0863603072532	161.90219361257178	46.11154767645833	29.78805580334536	37.70337830648155	40.688522363915034	71.81691047322296	43.3175353250633
Throt128	3.066487583791773	8.680781617576846	2.7737583963978123	0.9978563550851882	1.7466495331991791	0.4359227678538345	1.3964214187585757	1.5549753769649057	1.3766819899020377	0.5156849443459915
Throt129	153.70769013756262	11.179794507485333	56.135586593765254	94.5468896443216	108.81626591830886	43.59227678538345	55.019003899087885	34.20945829322793	46.577740658352276	17.791130579936713
Throt126	84.96726013423039	3.288174855142745	36.32302661949516	30.933547007640833	38.25162477706202	17.000987946299546	31.2798397801921	16.068078895304026	21.109123845164575	14.439178441687766
Throt127	3.4497985317657447	8.417727629165427	3.0379258627214134	1.4967845326277822	1.571984579879261	0.581230357138446	1.3964214187585757	1.5549753769649057	1.1472349915850313	0.7735274165189874
Throt124	0.3194257899783097	5.524133756639812	1.0566698652944047	0.9978563550851882	0.0	1.5983834821307266	0.8378528512551455	1.5549753769649057	0.9177879932680251	0.7735274165189874
Throt125	231.39204226028755	238.9845484717747	302.86800014000875	286.1353098206777	242.60962016136597	509.8843307997018	248.00444397152302	212.7724640813646	356.7900823829448	188.48284715845995
Throt122	2343.690906228854	157.9639200410575	768.991494468003	1144.5412392827109	1217.7640545464676	513.3717129425324	814.1136871362497	316.6966517751858	818.4374429967613	357.3696664317722
Throt123	2273.736658223604	3242.008880176541	2813.647683812676	3813.058596869276	2339.4623847669804	6656.250049949484	2379.2228132808614	2464.8951350522034	5560.41855721433	2746.795856058924
Throt120	1.5332437918958866	4.0773368203770035	5.9437679922810265	3.243033154026862	4.541288786317865	1.4530758928461152	2.7928428375171515	4.924088693722202	5.506727959608151	3.6097946104219414
Throt121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt5841	0.19165547398698582	1.315269942057098	0.26416746632360116	0.0	0.3493299066398358	0.0	0.0	0.0	0.45889399663401254	0.7735274165189874
Throt5840	0.06388515799566194	0.1315269942057098	0.0	0.4989281775425941	0.0	0.0	0.0	0.0	0.0	0.0
Throt5843	18.78223645072461	26.17387184693625	54.02224686317644	40.912110558492714	29.693042064386045	15.983834821307266	47.199043954039865	44.05763568067233	44.05382367686521	59.56161107196203
Throt5842	0.0	0.2630539884114196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt5845	0.0	0.2630539884114196	0.0	0.24946408877129705	0.0	0.0	0.0	0.0	0.22944699831700627	0.5156849443459915
Throt5844	0.06388515799566194	0.7891619652342589	0.0	0.4989281775425941	0.3493299066398358	0.0	0.0	0.0	0.22944699831700627	0.7735274165189874
Throt5847	0.3194257899783097	2.893593872525616	0.9245861321326042	0.24946408877129705	0.5239948599597537	0.290615178569223	0.27928428375171516	0.0	0.45889399663401254	0.0
